,,,,Fantasy,Defensive Stats,,,,,,,
Tramon Williams,ARI,CB,13,47.0,39.0,2,41,0.0,0,1,2,0
Kyle Williams,BUF,DT,16,49.0,21.0,20,41,3.0,0,1,0,0
Kevin Pierre-Louis,KC,LB,14,41.0,31.0,10,41,0.0,0,0,0,0
Steven Nelson,KC,CB,9,43.0,33.0,8,41,0.0,1,0,0,0
Devon Kennard,NYG,LB,15,51.0,24.0,17,41,4.0,0,1,0,0
Aaron Donald,LAR,DE,14,75.0,32.0,9,41,11.0,5,1,0,0
Solomon Thomas,SF,DT,14,49.0,34.0,7,41,3.0,0,1,0,0
Adam Gotsis,DEN,DE,16,47.0,28.0,13,41,2.0,0,1,0,0
Trevon Coley,CLE,DT,15,47.0,24.0,17,41,2.0,0,1,0,0
Davon Godchaux,MIA,DT,15,42.0,26.0,14,40,0.0,1,0,0,0
Chase Allen,MIA,LB,16,42.0,29.0,11,40,0.0,1,0,0,0
Darryl Roberts,NYJ,CB,15,42.0,37.0,3,40,0.0,0,0,1,0
Bud Dupree,PIT,LB,15,54.0,31.0,9,40,6.0,0,1,0,0
Michael Bennett,SEA,DE,16,57.0,25.0,15,40,8.5,0,0,0,0
Malik Jackson,JAX,DT,16,64.0,31.0,9,40,8.0,4,0,0,0
Casey Hayward,LAC,CB,16,54.0,33.0,7,40,0.0,1,2,4,0
Chris Harris,DEN,CB,16,46.0,32.0,8,40,0.0,1,0,2,0
Dontari Poe,ATL,DT,16,44.0,23.0,16,39,2.5,0,0,0,0
Tyson Alualu,PIT,DE,16,47.0,25.0,14,39,4.0,0,0,0,0
Lardarius Webb,BAL,CB,16,49.0,37.0,2,39,2.0,1,0,2,0
Akeem Spence,DET,DT,16,47.0,19.0,20,39,3.0,1,0,0,0
Briean Boddy-Calhoun,CLE,CB,13,39.0,29.0,10,39,0.0,0,0,0,0
David Onyemata,NO,DT,16,42.0,18.0,20,38,2.0,0,0,0,0
Miles Killebrew,DET,S,16,48.0,32.0,6,38,0.0,1,0,1,1
Josh Hawkins,GB,CB,15,40.0,28.0,10,38,0.0,1,0,0,0
Jordan Evans,CIN,LB,15,38.0,27.0,11,38,0.0,0,0,0,0
Kayvon Webster,LAR,CB,11,40.0,34.0,4,38,0.0,0,0,1,0
Corey Graham,PHI,S,14,42.0,34.0,4,38,0.0,0,0,2,0
Domata Peko,DEN,DT,14,42.0,24.0,14,38,1.0,0,1,0,0
Orlando Scandrick,DAL,CB,11,38.0,32.0,6,38,0.0,0,0,0,0
Nick Perry,GB,LB,12,56.0,23.0,15,38,7.0,1,1,0,0
Allen Bailey,KC,DE,14,42.0,21.0,17,38,2.0,0,0,0,0
Olivier Vernon,NYG,DE,12,56.0,23.0,14,37,6.5,2,0,1,0
Denzel Perryman,LAC,LB,7,39.0,25.0,12,37,0.0,0,1,0,0
Shaquil Barrett,DEN,LB,16,51.0,31.0,6,37,4.0,2,1,0,0
Ben Gedeon,MIN,LB,16,37.0,23.0,14,37,0.0,0,0,0,0
Adrian Colbert,SF,S,14,43.0,34.0,3,37,0.0,2,1,0,0
Haason Reddick,ARI,LB,16,45.0,23.0,13,36,2.5,2,0,0,0
Cory Littleton,LAR,LB,16,42.0,22.0,14,36,1.0,1,0,1,0
Eric Murray,KC,S,14,38.0,31.0,5,36,1.0,0,0,0,0
LeShaun Sims,TEN,CB,13,40.0,31.0,5,36,0.0,1,0,1,0
Denico Autry,OAK,DT,16,46.0,23.0,13,36,5.0,0,0,0,0
Josh Shaw,CIN,S,16,36.0,30.0,6,36,0.0,0,0,0,0
Rashaan Melvin,IND,CB,10,42.0,30.0,6,36,0.0,0,0,3,0
Josh Bynes,ARI,LB,14,44.0,31.0,5,36,1.0,2,0,1,0
William Gholston,TB,DE,14,36.0,21.0,15,36,0.0,0,0,0,0
Erik Walden,TEN,LB,16,46.0,25.0,11,36,4.0,0,1,0,0
Cameron Wake,MIA,LB,16,57.0,26.0,10,36,10.5,0,0,0,0
Jonathan Casillas,NYG,LB,8,35.0,25.0,10,35,0.0,0,0,0,0
Terence Newman,MIN,CB,16,37.0,25.0,10,35,0.0,0,0,1,0
Richard Sherman,SEA,CB,9,39.0,25.0,10,35,0.0,0,0,2,0
Mike Pennel,NYJ,DT,16,35.0,20.0,15,35,0.0,0,0,0,0
Mike Hull,MIA,LB,16,37.0,27.0,8,35,0.0,0,1,0,0
Damien Wilson,DAL,LB,16,37.0,21.0,14,35,1.0,0,0,0,0
Quinton Dunbar,WAS,CB,15,37.0,30.0,5,35,0.0,0,0,1,0
Nate Hairston,IND,CB,14,41.0,26.0,9,35,2.0,0,0,1,0
Marlon Humphrey,BAL,CB,16,38.0,30.0,4,34,0.0,0,0,2,0
Eddie Yarbrough,BUF,DE,16,36.0,23.0,11,34,1.0,0,0,0,0
Andrew Adams,NYG,S,16,36.0,34.0,0,34,0.0,1,0,0,0
Leonard Floyd,CHI,LB,10,45.0,24.0,10,34,4.5,0,1,0,0
Kyle Emanuel,LAC,LB,16,39.0,21.0,13,34,1.5,0,0,1,0
Ronald Darby,PHI,CB,8,40.0,30.0,4,34,0.0,0,0,3,0
Shelby Harris,DEN,DE,16,45.0,22.0,12,34,5.5,0,0,0,0
Eli Harold,SF,DE,16,38.0,26.0,8,34,2.0,0,0,0,0
Connor Barwin,LAR,LB,14,46.0,26.0,8,34,5.0,0,1,0,0
Sean Smith,OAK,CB,14,38.0,32.0,2,34,0.0,0,0,2,0
Patrick Peterson,ARI,CB,16,38.0,30.0,4,34,0.0,0,1,1,0
Earl Mitchell,SF,DT,16,37.0,19.0,14,33,1.0,0,1,0,0
Chris Baker,TB,DE,15,34.0,24.0,9,33,0.5,0,0,0,0
Julius Peppers,CAR,DE,16,63.0,21.0,12,33,11.0,2,2,0,0
Danny Shelton,CLE,DT,14,33.0,20.0,13,33,0.0,0,0,0,0
Kavon Frazier,DAL,S,15,35.0,23.0,10,33,0.0,1,0,0,0
Willie Henry,BAL,DT,14,42.0,24.0,9,33,3.5,0,1,0,0
Adolphus Washington,BUF,DT,15,35.0,22.0,11,33,1.0,0,0,0,0
Shaq Lawson,BUF,DE,11,43.0,17.0,16,33,4.0,1,0,0,0
Carl Nassib,CLE,LB,16,38.0,19.0,13,32,3.0,0,0,0,0
Dean Lowry,GB,DE,16,44.0,18.0,14,32,2.0,0,1,0,1
Chris Jones,KC,DT,16,55.0,22.0,10,32,6.5,4,0,1,0
Javon Hargrave,PIT,DT,16,38.0,21.0,11,32,2.0,1,0,0,0
Larry Ogunjobi,CLE,DT,14,34.0,17.0,15,32,1.0,0,0,0,0
Dylan Cole,HOU,LB,12,44.0,16.0,16,32,1.0,0,0,2,1
Ahkello Witherspoon,SF,CB,12,38.0,28.0,4,32,0.0,1,0,2,0
Frank Clark,SEA,DE,16,56.0,19.0,13,32,9.0,2,1,0,0
Marquis Flowers,NE,LB,16,41.0,25.0,7,32,3.5,1,0,0,0
Tom Johnson,MIN,DT,16,36.0,17.0,15,32,2.0,0,0,0,0
Pierre Desir,IND,CB,9,34.0,21.0,11,32,0.0,0,0,1,0
Jimmie Ward,SF,S,7,34.0,27.0,5,32,0.0,0,1,0,0
Kevin Minter,CIN,LB,9,32.0,16.0,16,32,0.0,0,0,0,0
Mitch Unrein,CHI,DE,12,37.0,25.0,7,32,2.5,0,0,0,0
Robert Quinn,LAR,LB,15,53.0,21.0,11,32,8.5,2,0,0,0
Derrick Morgan,TEN,LB,14,51.0,16.0,16,32,7.5,0,2,0,0
Keenan Robinson,NYG,LB,6,32.0,20.0,12,32,0.0,0,0,0,0
Eddie Pleasant,HOU,S,16,40.0,25.0,7,32,2.0,1,0,1,0
Jeremy Lane,SEA,CB,13,31.0,21.0,10,31,0.0,0,0,0,0
Derek Wolfe,DEN,DE,11,35.0,18.0,13,31,2.0,0,0,0,0
Janoris Jenkins,NYG,CB,9,51.0,27.0,4,31,0.0,1,0,3,2
Mason Foster,WAS,LB,5,36.0,22.0,9,31,0.5,0,1,1,0
Aqib Talib,DEN,CB,15,41.0,23.0,8,31,0.0,1,0,1,1
Robert Ayers,TB,DE,12,39.0,20.0,11,31,2.0,2,0,0,0
Jamie Collins,CLE,LB,6,37.0,21.0,10,31,1.0,1,0,1,0
Abry Jones,JAX,DT,15,37.0,24.0,7,31,1.0,1,1,0,0
DaQuan Jones,TEN,DT,12,38.0,19.0,12,31,3.5,0,0,0,0
Adarius Taylor,TB,LB,14,43.0,22.0,9,31,1.0,1,1,0,1
Tyeler Davison,NO,DT,16,35.0,22.0,9,31,0.0,2,0,0,0
Darius Philon,LAC,DE,16,42.0,16.0,15,31,4.5,1,0,0,0
Samson Ebukam,LAR,LB,16,37.0,26.0,5,31,2.0,1,0,0,0
Myles Garrett,CLE,DE,11,49.0,19.0,12,31,7.0,1,1,0,0
Cordrea Tankersley,MIA,CB,11,31.0,24.0,7,31,0.0,0,0,0,0
Jalen Reeves-Maybin,DET,LB,14,33.0,25.0,5,30,0.5,1,0,0,0
Duke Riley,ATL,LB,12,30.0,15.0,15,30,0.0,0,0,0,0
Yannick Ngakoue,JAX,DE,16,76.0,24.0,6,30,12.0,6,2,0,1
Phillip Gaines,KC,CB,14,30.0,23.0,7,30,0.0,0,0,0,0
Olsen Pierre,ARI,DE,14,43.0,22.0,8,30,5.5,1,0,0,0
Cassius Marsh,NE/SF,LB,15,42.0,26.0,4,30,3.0,3,0,0,0
Paul Worrilow,DET,LB,13,32.0,20.0,10,30,0.0,0,1,0,0
Brandon Williams,BAL,DT,12,38.0,18.0,12,30,0.0,0,1,0,1
Brandon Mebane,LAC,DT,16,30.0,16.0,14,30,0.0,0,0,0,0
Derrick Shelby,ATL,DE,16,32.0,16.0,14,30,1.0,0,0,0,0
Michael Wilhoite,SEA,LB,14,32.0,21.0,9,30,0.0,0,0,1,0
Johnson Bademosi,NE,CB,16,29.0,24.0,5,29,0.0,0,0,0,0
Margus Hunt,IND,DT,16,31.0,19.0,10,29,1.0,0,0,0,0
Frostee Rucker,ARI,DE,16,32.0,23.0,6,29,1.5,0,0,0,0
Darius Butler,IND,S,15,35.0,23.0,6,29,0.0,2,1,0,0
Captain Munnerlyn,CAR,CB,14,33.0,24.0,5,29,2.0,0,0,0,0
Clinton McDonald,TB,DT,14,39.0,18.0,11,29,5.0,0,0,0,0
Anthony Levine,BAL,S,16,39.0,23.0,6,29,3.0,0,1,1,0
Kemal Ishmael,ATL,S,16,33.0,15.0,14,29,1.0,0,1,0,0
Tim Jernigan,PHI,DE,15,34.0,16.0,13,29,2.5,0,0,0,0
Vic Beasley,ATL,DE,14,41.0,23.0,6,29,5.0,1,0,0,0
Emmanuel Ogbah,CLE,DE,10,43.0,18.0,11,29,4.0,2,1,0,0
Rashard Robinson,NYJ/SF,CB,14,35.0,22.0,7,29,0.0,1,1,1,0
Brennan Scarlett,HOU,LB,11,33.0,21.0,8,29,2.0,0,0,0,0
Kevin King,GB,CB,9,28.0,22.0,6,28,0.0,0,0,0,0
Kyler Fackrell,GB,LB,16,36.0,22.0,6,28,3.0,0,1,0,0
Shamar Stephen,MIN,DT,15,30.0,9.0,19,28,1.0,0,0,0,0
Jordan Hicks,PHI,LB,7,30.0,19.0,9,28,0.0,0,1,0,0
Chris Long,PHI,DE,16,46.0,20.0,8,28,5.0,4,0,0,0
Jimmy Smith,BAL,CB,12,48.0,26.0,2,28,0.0,0,1,3,2
Marcell Dareus,BUF/JAX,DT,14,32.0,22.0,6,28,2.0,0,0,0,0
Cedric Thornton,BUF,DT,15,31.0,18.0,9,27,2.0,0,0,0,0
Tyrone Crawford,DAL,DT,16,39.0,18.0,9,27,4.0,1,1,0,0
Corey Moore,HOU,S,14,27.0,20.0,7,27,0.0,0,0,0,0
Jordan Richards,NE,S,16,29.0,24.0,3,27,0.0,1,0,0,0
Mario Edwards,OAK,DE,14,34.0,19.0,8,27,3.5,0,0,0,0
Michael Thomas,MIA,S,13,27.0,16.0,11,27,0.0,0,0,0,0
William Jackson,CIN,CB,15,37.0,21.0,6,27,1.0,0,0,1,1
Matthew Ioannidis,WAS,DT,14,38.0,13.0,14,27,4.5,1,0,0,0
Maurice Canady,BAL,CB,8,27.0,22.0,5,27,0.0,0,0,0,0
Jonathan Bullard,CHI,DE,16,30.0,18.0,8,26,1.0,1,0,0,0
Sheldon Rankins,NO,DT,16,34.0,16.0,10,26,2.0,1,0,1,0
Deatrich Wise,NE,DE,16,36.0,16.0,10,26,5.0,0,0,0,0
David Bass,NYJ/SEA,DE,15,33.0,16.0,10,26,3.5,0,0,0,0
Chris Smith,CIN,DE,16,34.0,17.0,9,26,3.0,1,0,0,0
Brandon Dunn,HOU,DE,16,28.0,17.0,9,26,0.0,0,1,0,0
Fletcher Cox,PHI,DT,14,49.0,15.0,11,26,5.5,1,2,0,1
Da'Norris Searcy,TEN,S,16,28.0,15.0,11,26,0.0,0,0,1,0
Ryan Davis,BUF,DE,16,34.0,17.0,9,26,3.0,1,0,0,0
Keith Tandy,TB,S,14,26.0,19.0,7,26,0.0,0,0,0,0
Pat Sims,CIN,DT,14,26.0,9.0,16,25,0.5,0,0,0,0
Ziggy Hood,WAS,DT,15,26.0,13.0,12,25,0.5,0,0,0,0
Nate Orchard,CLE,DE,16,31.0,14.0,11,25,2.0,1,0,0,0
Bryce Callahan,CHI,CB,12,33.0,20.0,5,25,1.0,1,0,2,0
Star Lotulelei,CAR,DT,16,30.0,6.0,19,25,1.5,0,1,0,0
Terence Garvin,SEA,LB,15,29.0,16.0,9,25,1.0,1,0,0,0
Stephon Tuitt,PIT,DE,12,33.0,19.0,6,25,3.0,1,0,0,0
Jordan Willis,CIN,LB,16,27.0,17.0,8,25,1.0,0,0,0,0
Marquel Lee,OAK,LB,13,25.0,18.0,7,25,0.0,0,0,0,0
Rasul Douglas,PHI,CB,14,29.0,23.0,2,25,0.0,0,0,2,0
Chidobe Awuzie,DAL,CB,10,29.0,14.0,11,25,0.0,1,0,1,0
Blake Countess,LAR,S,16,27.0,19.0,6,25,0.0,0,0,1,0
Austin Johnson,TEN,DE,16,26.0,15.0,9,24,1.0,0,0,0,0
Joel Heath,HOU,DE,13,26.0,17.0,7,24,1.0,0,0,0,0
Montae Nicholson,WAS,S,8,26.0,18.0,6,24,0.0,0,0,1,0
Rontez Miles,NYJ,S,13,24.0,21.0,3,24,0.0,0,0,0,0
Cornelius Washington,DET,DT,15,29.0,15.0,9,24,2.5,0,0,0,0
Kareem Martin,ARI,LB,16,30.0,18.0,6,24,1.0,1,0,1,0
Tenny Palepoi,LAC,DT,15,26.0,20.0,4,24,1.0,0,0,0,0
Za'Darius Smith,BAL,LB,14,33.0,15.0,9,24,3.5,1,0,0,0
Rakeem Nunez-Roches,KC,DE,16,25.0,13.0,11,24,0.5,0,0,0,0
Lamarr Houston,HOU/HOU/CHI,LB,15,56.0,20.0,4,24,6.0,2,2,0,2
Rafael Bush,NO,S,14,25.0,17.0,6,23,1.0,0,0,0,0
Rey Maualuga,MIA,LB,6,23.0,14.0,9,23,0.0,0,0,0,0
Adam Jones,CIN,CB,9,25.0,19.0,4,23,0.0,0,0,1,0
Colin Jones,CAR,S,16,25.0,14.0,9,23,0.0,0,0,1,0
Andre Branch,MIA,DE,14,32.0,12.0,11,23,4.5,0,0,0,0
Kenneth Acker,KC,CB,16,25.0,21.0,2,23,0.0,0,0,1,0
Matt Longacre,LAR,LB,14,38.0,16.0,7,23,5.5,1,1,0,0
Ethan Westbrooks,LAR,DE,16,31.0,14.0,9,23,4.0,0,0,0,0
Jeremiah George,IND,LB,16,26.0,19.0,4,23,0.5,0,1,0,0
Duron Harmon,NE,S,16,31.0,16.0,7,23,0.0,0,0,4,0
Damontae Kazee,ATL,S,16,27.0,14.0,9,23,0.0,2,0,0,0
Marwin Evans,GB,S,16,25.0,20.0,3,23,0.0,1,0,0,0
Ryan Glasgow,CIN,DT,16,23.0,12.0,11,23,0.0,0,0,0,0
James Cowser,OAK,DE,16,29.0,14.0,9,23,0.0,1,2,0,0
Kentrell Brice,GB,S,6,25.0,19.0,4,23,0.0,0,0,1,0
Tyler Matakevich,PIT,LB,15,23.0,18.0,5,23,0.0,0,0,0,0
Grover Stewart,IND,DT,15,23.0,12.0,11,23,0.0,0,0,0,0
Kevon Seymour,CAR,CB,16,22.0,18.0,4,22,0.0,0,0,0,0
Kamu Grugier-Hill,PHI,LB,16,24.0,19.0,3,22,0.0,1,0,0,0
Maliek Collins,DAL,DT,16,31.0,10.0,12,22,2.5,0,2,0,0
Malik Hooker,IND,S,7,28.0,16.0,6,22,0.0,0,0,3,0
Quincy Wilson,IND,CB,7,24.0,19.0,3,22,0.0,0,0,1,0
Anthony Walker,IND,LB,10,22.0,11.0,11,22,0.0,0,0,0,0
Cody Davis,LAR,S,7,24.0,15.0,7,22,0.0,0,0,1,0
Josh Mauro,ARI,DE,13,24.0,15.0,7,22,1.0,0,0,0,0
David Irving,DAL,DT,8,38.0,13.0,9,22,7.0,1,0,0,0
Henry Anderson,IND,DE,9,28.0,15.0,7,22,2.0,1,0,0,0
Coty Sensabaugh,PIT,CB,14,24.0,19.0,3,22,0.0,0,0,1,0
Najee Goode,PHI,LB,16,22.0,18.0,4,22,0.0,0,0,0,0
Tyrunn Walker,LAR,DT,16,28.0,15.0,7,22,1.0,1,1,0,0
David Harris,NE,LB,10,25.0,15.0,7,22,1.5,0,0,0,0
Corey Peters,ARI,DT,12,24.0,18.0,4,22,1.0,0,0,0,0
Adrian Clayborn,ATL,DE,16,54.0,17.0,4,21,9.5,2,2,0,1
Vontae Davis,IND,CB,5,21.0,16.0,5,21,0.0,0,0,0,0
Corey Liuget,LAC,DT,12,26.0,15.0,6,21,1.5,1,0,0,0
Pernell McPhee,CHI,LB,13,31.0,20.0,1,21,4.0,1,0,0,0
Dante Fowler,JAX,DE,16,51.0,18.0,3,21,8.0,2,2,0,1
Jay Bromley,NYG,DT,16,23.0,17.0,4,21,1.0,0,0,0,0
Brandon Dixon,NYG,CB,5,23.0,15.0,6,21,0.0,1,0,0,0
Benson Mayowa,DAL,DE,14,23.0,13.0,8,21,1.0,0,0,0,0
Carlos Watkins,HOU,DE,12,21.0,9.0,12,21,0.0,0,0,0,0
Derek Barnett,PHI,DE,15,43.0,18.0,3,21,5.0,1,2,0,1
Juston Burris,NYJ,S,14,27.0,19.0,2,21,0.0,1,1,1,0
Dawuane Smoot,JAX,DE,16,20.0,14.0,6,20,0.0,0,0,0,0
Takkarist McKinley,ATL,DE,16,38.0,15.0,5,20,6.0,2,1,0,0
Maurice Alexander,LAR,LB,4,20.0,13.0,7,20,0.0,0,0,0,0
Beau Allen,PHI,DT,15,22.0,13.0,7,20,1.0,0,0,0,0
Chris McCain,LAC,DE,15,34.0,18.0,2,20,5.0,2,0,0,0
Xavier Williams,ARI,DT,11,23.0,16.0,4,20,0.5,1,0,0,0
Tye Smith,TEN,CB,15,22.0,15.0,5,20,0.0,0,0,1,0
Kurtis Drummond,HOU,S,15,22.0,16.0,4,20,1.0,0,0,0,0
Terrell McClain,WAS,DT,12,26.0,17.0,3,20,2.0,0,1,0,0
Sylvester Williams,TEN,DT,15,20.0,12.0,8,20,0.0,0,0,0,0
Julian Stanford,NYJ,LB,16,20.0,15.0,5,20,0.0,0,0,0,0
Brian Robison,MIN,DE,15,28.0,15.0,5,20,4.0,0,0,0,0
Junior Galette,WAS,LB,16,28.0,14.0,6,20,3.0,1,0,0,0
Joe Haden,PIT,CB,11,24.0,18.0,2,20,1.0,0,0,1,0
Nate Allen,MIA,S,7,20.0,14.0,6,20,0.0,0,0,0,0
William Gay,PIT,CB,16,25.0,16.0,3,19,0.0,2,0,1,0
Leger Douzable,SF,DE,5,23.0,17.0,2,19,2.0,0,0,0,0
Ahmad Brooks,GB,LB,12,22.0,13.0,6,19,1.5,0,0,0,0
William Hayes,MIA,DE,10,21.0,14.0,5,19,1.0,0,0,0,0
Sean Spence,PIT,LB,4,21.0,11.0,8,19,1.0,0,0,0,0
Tank Carradine,SF,DE,8,22.0,14.0,5,19,1.5,0,0,0,0
Robert Golden,PIT,S,16,21.0,13.0,6,19,0.0,0,0,1,0
Quinten Rollins,GB,CB,6,23.0,9.0,10,19,0.0,0,2,0,0
David Mayo,CAR,LB,16,19.0,8.0,11,19,0.0,0,0,0,0
Will Compton,WAS,LB,9,21.0,13.0,6,19,0.0,0,0,1,0
Kerry Wynn,NYG,DE,15,21.0,14.0,5,19,1.0,0,0,0,0
Anthony Chickillo,PIT,LB,16,25.0,13.0,6,19,3.0,0,0,0,0
Carl Davis,BAL,DT,15,20.0,12.0,7,19,0.5,0,0,0,0
Zach Kerr,DEN,DT,11,20.0,10.0,9,19,0.5,0,0,0,0
Damion Square,LAC,DT,16,21.0,13.0,6,19,0.0,0,1,0,0
Quinton Dial,GB,DT,13,19.0,12.0,7,19,0.0,0,0,0,0
Treyvon Hester,OAK,DT,14,21.0,9.0,10,19,0.0,1,0,0,0
Nazair Jones,SEA,DT,11,27.0,10.0,9,19,2.0,0,1,1,0
Taco Charlton,DAL,DE,16,27.0,15.0,4,19,3.0,1,0,0,0
Charles Harris,MIA,DE,16,25.0,15.0,4,19,2.0,0,1,0,0
Morgan Fox,LAR,DE,16,28.0,14.0,5,19,2.5,1,1,0,0
Sheldon Day,SF/JAX,DT,12,23.0,13.0,6,19,2.0,0,0,0,0
Eric Lee,NE,DE,6,28.0,10.0,9,19,3.5,0,0,1,0
Adam Butler,NE,DT,16,23.0,11.0,8,19,2.0,0,0,0,0
Michael Davis,LAC,CB,15,18.0,14.0,4,18,0.0,0,0,0,0
Curtis Grant,NYG,LB,10,20.0,14.0,4,18,0.0,0,1,0,0
De'Vante Harris,NO,CB,11,18.0,15.0,3,18,0.0,0,0,0,0
Tyrell Adams,OAK,LB,6,18.0,11.0,7,18,0.0,0,0,0,0
Trae Elston,BUF,S,13,20.0,9.0,9,18,0.0,0,0,1,0
Caleb Brantley,CLE,DT,12,24.0,12.0,6,18,2.0,0,1,0,0
Vincent Taylor,MIA,DT,13,18.0,11.0,7,18,0.0,0,0,0,0
Eddie Vanderdoes,OAK,DT,16,18.0,13.0,5,18,0.0,0,0,0,0
Hardy Nickerson,CIN,LB,14,18.0,12.0,6,18,0.0,0,0,0,0
Shalom Luani,OAK,S,16,18.0,14.0,4,18,0.0,0,0,0,0
A.J. Francis,WAS,DT,6,18.0,5.0,13,18,0.0,0,0,0,0
Marcus Cooper,CHI,CB,15,18.0,17.0,1,18,0.0,0,0,0,0
Troy Hill,LAR,CB,12,20.0,16.0,2,18,0.0,0,1,0,0
Anthony Harris,MIN,S,16,24.0,16.0,2,18,0.0,1,2,0,0
David Amerson,OAK,CB,6,20.0,14.0,4,18,0.0,0,1,0,0
Dion Jordan,SEA,DE,5,28.0,10.0,8,18,4.0,1,0,0,0
Karl Klug,TEN,DE,15,21.0,13.0,5,18,1.5,0,0,0,0
Emmanuel Lamur,MIN,LB,16,19.0,9.0,8,17,0.0,0,1,0,0
Rodney Gunter,ARI,DT,16,19.0,11.0,6,17,1.0,0,0,0,0
Ryan Russell,TB,DE,14,21.0,13.0,4,17,2.0,0,0,0,0
Xavier Cooper,NYJ/SF,DE,13,20.0,7.0,10,17,1.5,0,0,0,0
Brian Peters,HOU,LB,16,17.0,12.0,5,17,0.0,0,0,0,0
Wes Horton,CAR,DE,16,34.0,11.0,6,17,5.5,3,0,0,0
Jaylen Watkins,PHI,S,12,17.0,16.0,1,17,0.0,0,0,0,0
Mackensie Alexander,MIN,CB,14,19.0,13.0,4,17,0.0,0,0,1,0
Cre'von LeBlanc,CHI,CB,15,21.0,14.0,3,17,1.0,1,0,0,0
Josh Harvey-Clemons,WAS,LB,10,17.0,9.0,7,16,0.5,0,0,0,0
Vince Biegel,GB,LB,9,16.0,11.0,5,16,0.0,0,0,0,0
Alex Anzalone,NO,LB,4,18.0,11.0,5,16,1.0,0,0,0,0
Carl Lawson,CIN,DE,16,33.0,10.0,6,16,8.5,0,0,0,0
Robert Thomas,NYG,DT,15,16.0,5.0,11,16,0.0,0,0,0,0
Jordan Phillips,MIA,DE,13,20.0,10.0,6,16,2.0,0,0,0,0
Shane Ray,DEN,LB,8,18.0,10.0,6,16,1.0,0,0,0,0
Arik Armstead,SF,DE,6,19.0,8.0,8,16,1.5,0,0,0,0
Christian Covington,HOU,DT,7,20.0,10.0,6,16,1.0,1,0,0,0
Ramik Wilson,KC,LB,8,24.0,14.0,2,16,0.0,0,1,0,1
Ibraheim Campbell,CLE,S,8,18.0,13.0,3,16,0.0,0,1,0,0
John Timu,CHI,LB,11,16.0,12.0,4,16,0.0,0,0,0,0
Brian Cushing,HOU,LB,5,19.0,8.0,8,16,1.5,0,0,0,0
Charles Johnson,CAR,DE,12,16.0,4.0,12,16,0.0,0,0,0,0
