,,,,Fantasy,Defensive Stats,,,,,,,
Leon Hall,SF,CB,9,16.0,15.0,1,16,0.0,0,0,0,0
Kyle Love,CAR,DT,16,23.0,9.0,7,16,3.5,0,0,0,0
Ahtyba Rubin,ATL/DEN,DT,12,15.0,7.0,8,15,0.0,0,0,0,0
J.J. Watt,HOU,DE,5,15.0,11.0,4,15,0.0,0,0,0,0
Alterraun Verner,MIA,CB,15,17.0,12.0,3,15,0.0,1,0,0,0
Datone Jones,DAL/SF,DE,7,17.0,9.0,6,15,1.0,0,0,0,0
Eric Rowe,NE,S,8,15.0,14.0,1,15,0.0,0,0,0,0
Richard Ash,DAL,DT,10,15.0,12.0,3,15,0.0,0,0,0,0
Stephone Anthony,MIA,LB,8,15.0,12.0,3,15,0.0,0,0,0,0
Terrence Fede,MIA,LB,16,17.0,11.0,4,15,0.0,0,1,0,0
Will Clarke,TB,DE,15,22.0,12.0,3,15,2.5,0,1,0,0
Marcus Smith,SEA,LB,14,24.0,9.0,6,15,2.5,2,0,0,0
Ryan Anderson,WAS,DE,14,15.0,12.0,3,15,0.0,0,0,0,0
Blair Brown,JAX,LB,13,16.0,11.0,4,15,0.5,0,0,0,0
Ronald Blair,SF,DE,6,21.0,10.0,5,15,2.0,1,0,0,0
Kamalei Correa,BAL,LB,16,15.0,10.0,5,15,0.0,0,0,0,0
Eli Ankou,JAX,DT,9,18.0,8.0,7,15,1.5,0,0,0,0
Lenzy Pipkins,GB,CB,12,15.0,11.0,4,15,0.0,0,0,0,0
Kai Nacua,CLE,S,16,14.0,12.0,2,14,0.0,0,0,0,0
Devante Bond,TB,LB,14,14.0,12.0,2,14,0.0,0,0,0,0
Charles Washington,DET,S,16,14.0,11.0,3,14,0.0,0,0,0,0
Hassan Ridgeway,IND,DT,13,20.0,5.0,9,14,3.0,0,0,0,0
Fabian Moreau,WAS,CB,16,14.0,7.0,7,14,0.0,0,0,0,0
Teez Tabor,DET,CB,10,14.0,12.0,2,14,0.0,0,0,0,0
Jeremiah Ledbetter,DET,DE,16,15.0,6.0,8,14,0.5,0,0,0,0
Avery Moss,NYG,DE,11,16.0,10.0,4,14,0.0,1,0,0,0
Tanoh Kpassagnon,KC,LB,16,18.0,8.0,6,14,2.0,0,0,0,0
Tanzel Smart,LAR,DT,16,14.0,9.0,5,14,0.0,0,0,0,0
Anthony Lanier,WAS,DE,11,28.0,11.0,3,14,5.0,1,1,0,0
Kony Ealy,NYJ,DE,15,18.0,11.0,3,14,1.0,0,0,1,0
Joe Thomas,GB,LB,12,15.0,6.0,8,14,0.5,0,0,0,0
Dont'a Hightower,NE,LB,5,18.0,12.0,2,14,2.0,0,0,0,0
DeAngelo Hall,WAS,S,5,14.0,11.0,3,14,0.0,0,0,0,0
Elvis Dumervil,SF,LB,16,26.0,9.0,4,13,6.5,0,0,0,0
Tony McDaniel,NO/SF/SF,DT,9,17.0,12.0,1,13,0.0,2,0,0,0
Justin Durant,DAL,LB,7,13.0,9.0,4,13,0.0,0,0,0,0
Sherrick McManis,CHI,S,13,15.0,8.0,5,13,0.0,0,1,0,0
Jamie Meder,CLE,DT,10,13.0,8.0,5,13,0.0,0,0,0,0
Dee Ford,KC,DE,6,19.0,11.0,2,13,2.0,1,0,0,0
Terrence Brooks,NYJ,S,15,17.0,10.0,3,13,0.0,0,0,2,0
Trey Hendrickson,NO,DE,12,19.0,7.0,6,13,2.0,1,0,0,0
Rayshawn Jenkins,LAC,S,15,13.0,10.0,3,13,0.0,0,0,0,0
Chuck Clark,BAL,S,15,13.0,12.0,1,13,0.0,0,0,0,0
Steve Longa,DET,LB,15,13.0,12.0,1,13,0.0,0,0,0,0
Jayron Kearse,MIN,S,15,13.0,9.0,4,13,0.0,0,0,0,0
Roy Robertson-Harris,CHI,DE,13,17.0,8.0,5,13,2.0,0,0,0,0
Andrew Billings,CIN,DT,15,13.0,9.0,4,13,0.0,0,0,0,0
Vernon Butler,CAR,DT,14,13.0,8.0,5,13,0.0,0,0,0,0
Kentrell Brothers,MIN,LB,16,13.0,9.0,4,13,0.0,0,0,0,0
Donald Payne,JAX,LB,13,13.0,10.0,3,13,0.0,0,0,0,0
Nigel Harris,NYG/LAC,LB,7,12.0,9.0,3,12,0.0,0,0,0,0
Nat Berhe,NYG,S,15,14.0,8.0,4,12,1.0,0,0,0,0
Brynden Trawick,TEN,S,16,12.0,9.0,3,12,0.0,0,0,0,0
Chris Banjo,NO,S,16,18.0,10.0,2,12,0.0,1,1,1,0
J.J. Wilcox,PIT,S,12,14.0,9.0,3,12,0.0,0,0,1,0
Peyton Thompson,JAX,S,16,12.0,9.0,3,12,0.0,0,0,0,0
Lerentee McCray,JAX,DE,13,15.0,7.0,5,12,1.5,0,0,0,0
Leterrius Walton,PIT,DE,16,16.0,9.0,3,12,2.0,0,0,0,0
Curtis Riley,TEN,S,7,14.0,8.0,4,12,0.0,0,0,1,0
Bryce Hager,LAR,LB,16,16.0,9.0,3,12,0.0,1,1,0,0
Ricky Jean Francois,GB/NE,DT,12,12.0,7.0,5,12,0.0,0,0,0,0
Brice McCain,TEN,CB,16,12.0,9.0,3,12,0.0,0,0,0,0
Alan Branch,NE,DT,12,12.0,12.0,0,12,0.0,0,0,0,0
Quintin Demps,CHI,S,3,12.0,11.0,1,12,0.0,0,0,0,0
Neiko Thorpe,SEA,CB,14,14.0,10.0,2,12,0.0,0,1,0,0
Nick Bellore,DET,FB,13,12.0,9.0,3,12,0.0,0,0,0,0
L.J. Fort,PIT,LB,15,13.0,9.0,2,11,1.0,0,0,0,0
Jairus Byrd,CAR,S,12,11.0,9.0,2,11,0.0,0,0,0,0
Darrelle Revis,KC,CB,5,11.0,10.0,1,11,0.0,0,0,0,0
Chris Maragos,PHI,S,6,11.0,5.0,6,11,0.0,0,0,0,0
Jermaine Whitehead,GB,S,10,11.0,8.0,3,11,0.0,0,0,0,0
Markus Golden,ARI,LB,4,11.0,11.0,0,11,0.0,0,0,0,0
Michael Mauti,NO,LB,11,13.0,8.0,3,11,0.0,1,0,0,0
Nate Palmer,TEN,LB,10,11.0,6.0,5,11,0.0,0,0,0,0
Jelani Jenkins,HOU,LB,7,11.0,9.0,2,11,0.0,0,0,0,0
Darryl Morris,NYG,CB,5,11.0,6.0,5,11,0.0,0,0,0,0
Xavier Woodson-Luster,OAK,LB,14,11.0,5.0,6,11,0.0,0,0,0,0
Branden Jackson,SEA,DE,12,12.0,7.0,4,11,0.5,0,0,0,0
Terrance Smith,KC,LB,15,13.0,10.0,1,11,0.0,0,0,1,0
Kevin Peterson,LAR,CB,6,15.0,7.0,4,11,0.0,0,0,2,0
Robert Nkemdiche,ARI,DE,12,21.0,4.0,7,11,0.0,1,1,0,1
Jamal Carter,DEN,S,16,11.0,9.0,2,11,0.0,0,0,0,0
Tyus Bowser,BAL,LB,16,19.0,9.0,2,11,3.0,0,0,1,0
Jarrod Wilson,JAX,S,15,13.0,10.0,1,11,0.0,0,1,0,0
Antonio Hamilton,OAK,CB,8,11.0,11.0,0,11,0.0,0,0,0,0
Destiny Vaeao,PHI,DT,11,10.0,7.0,3,10,0.0,0,0,0,0
Jonathan Allen,WAS,DT,5,12.0,3.0,7,10,1.0,0,0,0,0
Joe Walker,PHI,LB,12,10.0,6.0,4,10,0.0,0,0,0,0
Deandre Houston-Carson,CHI,S,11,14.0,10.0,0,10,0.0,2,0,0,0
Freddie Bishop,NYJ,LB,5,12.0,5.0,5,10,0.0,0,1,0,0
Brandon Bell,CIN,LB,3,10.0,6.0,4,10,0.0,0,0,0,0
Jamal Agnew,DET,WR,13,10.0,10.0,0,10,0.0,0,0,0,0
D.J. Jones,SF,DT,9,10.0,8.0,2,10,0.0,0,0,0,0
Trevor Reilly,NE,LB,6,10.0,7.0,3,10,0.0,0,0,0,0
Hau'oli Kikaha,NO,LB,12,18.0,6.0,4,10,4.0,0,0,0,0
Jonathan Anderson,CHI,LB,12,10.0,9.0,1,10,0.0,0,0,0,0
D.J. Alexander,SEA,LB,12,10.0,9.0,1,10,0.0,0,0,0,0
Jerrell Freeman,CHI,LB,1,10.0,7.0,3,10,0.0,0,0,0,0
Johnthan Banks,HOU,CB,3,10.0,8.0,2,10,0.0,0,0,0,0
John Hughes,NO,DT,8,10.0,4.0,6,10,0.0,0,0,0,0
Kyle Wilber,DAL,LB,16,12.0,8.0,2,10,0.0,1,0,0,0
Whitney Mercilus,HOU,LB,5,14.0,9.0,1,10,1.0,1,0,0,0
Courtney Upshaw,ATL,DE,13,13.0,5.0,4,9,1.0,1,0,0,0
Jarvis Jenkins,KC,DE,11,11.0,7.0,2,9,1.0,0,0,0,0
Don Carey,DET,S,13,11.0,9.0,0,9,0.0,1,0,0,0
Angelo Blackson,HOU,DE,9,9.0,8.0,1,9,0.0,0,0,0,0
Garrison Smith,SEA,DT,8,9.0,6.0,3,9,0.0,0,0,0,0
Aaron Lynch,SF,DE,7,13.0,5.0,4,9,1.0,0,1,0,0
Walt Aikens,MIA,S,16,11.0,6.0,3,9,0.0,1,0,0,0
Shamarko Thomas,BUF,S,12,9.0,8.0,1,9,0.0,0,0,0,0
Noah Spence,TB,DE,6,13.0,5.0,4,9,1.0,1,0,0,0
Marqui Christian,LAR,S,12,9.0,5.0,4,9,0.0,0,0,0,0
KeiVarae Russell,CIN,CB,8,9.0,9.0,0,9,0.0,0,0,0,0
Lafayette Pitts,BUF/JAX,CB,16,9.0,8.0,1,9,0.0,0,0,0,0
Deon Lacey,BUF,LB,16,9.0,7.0,2,9,0.0,0,0,0,0
Chris Milton,IND,CB,14,9.0,9.0,0,9,0.0,0,0,0,0
Brian Price,DAL,DT,8,8.0,5.0,3,8,0.0,0,0,0,0
Taywan Taylor,TEN,WR,16,8.0,7.0,1,8,0.0,0,0,0,0
Shilique Calhoun,OAK,LB,9,8.0,4.0,4,8,0.0,0,0,0,0
Lewis Neal,DAL,DT,7,8.0,3.0,5,8,0.0,0,0,0,0
Dymonte Thomas,DEN,S,3,8.0,4.0,4,8,0.0,0,0,0,0
C.J. Goodwin,ATL,CB,12,8.0,7.0,1,8,0.0,0,0,0,0
Clayton Geathers,IND,S,5,8.0,5.0,3,8,0.0,0,0,0,0
Cameron Lynch,TB/LAR,LB,14,10.0,7.0,1,8,0.0,0,1,0,0
Arthur Moats,PIT,DE,14,8.0,6.0,2,8,0.0,0,0,0,0
Tramaine Brock,MIN,CB,11,8.0,6.0,2,8,0.0,0,0,0,0
Dekoda Watson,SF,DE,14,8.0,6.0,2,8,0.0,0,0,0,0
Dannell Ellerbe,PHI,LB,3,8.0,6.0,2,8,0.0,0,0,0,0
James Harrison,NE/PIT,LB,6,16.0,6.0,2,8,3.0,1,0,0,0
Chris Prosinski,CHI,S,3,8.0,5.0,3,8,0.0,0,0,0,0
Sealver Siliga,TB,DT,8,8.0,3.0,5,8,0.0,0,0,0,0
John Jenkins,CHI,DT,8,8.0,5.0,3,8,0.0,0,0,0,0
Chris Carter,WAS,LB,13,7.0,4.0,3,7,0.0,0,0,0,0
Haloti Ngata,DET,DT,5,11.0,7.0,0,7,2.0,0,0,0,0
Eric Berry,KC,S,1,7.0,4.0,3,7,0.0,0,0,0,0
George Johnson,DET/NO,DE,7,12.0,5.0,2,7,2.5,0,0,0,0
Willie Young,CHI,LB,4,11.0,4.0,3,7,2.0,0,0,0,0
Justin Currie,CLE,S,3,9.0,6.0,1,7,1.0,0,0,0,0
Deiontrez Mount,DEN,LB,7,7.0,6.0,1,7,0.0,0,0,0,0
LaRoy Reynolds,ATL,LB,9,7.0,5.0,2,7,0.0,0,0,0,0
Deandre Coleman,BUF,DT,6,7.0,3.0,4,7,0.0,0,0,0,0
Jeremiah Attaochu,LAC,LB,4,7.0,6.0,1,7,0.0,0,0,0,0
Stephen Weatherly,MIN,DE,15,7.0,7.0,0,7,0.0,0,0,0,0
Quinton Jefferson,SEA,DE,6,9.0,6.0,1,7,1.0,0,0,0,0
Kevin Dodd,TEN,LB,9,7.0,4.0,3,7,0.0,0,0,0,0
Darius Latham,OAK,DT,3,7.0,3.0,4,7,0.0,0,0,0,0
Tarell Basham,IND,LB,15,13.0,5.0,2,7,2.0,1,0,0,0
DeMarcus Walker,DEN,DE,10,9.0,7.0,0,7,1.0,0,0,0,0
Gareon Conley,OAK,CB,2,7.0,5.0,2,7,0.0,0,0,0,0
Treston Decoud,HOU,CB,10,7.0,6.0,1,7,0.0,0,0,0,0
Obi Melifonwu,OAK,S,5,7.0,6.0,1,7,0.0,0,0,0,0
Tim Williams,BAL,LB,8,6.0,5.0,1,6,0.0,0,0,0,0
Bryan Cox,CAR,DE,7,8.0,4.0,2,6,0.0,0,1,0,0
Kyle Peko,DEN,DT,6,6.0,4.0,2,6,0.0,0,0,0,0
Ufomba Kamalu,HOU,DE,9,10.0,5.0,1,6,2.0,0,0,0,0
Harlan Miller,ARI,CB,5,8.0,4.0,2,6,0.0,0,1,0,0
Jordan Lucas,MIA,S,11,6.0,4.0,2,6,0.0,0,0,0,0
Deon Bush,CHI,S,13,6.0,4.0,2,6,0.0,0,0,0,0
Chris Odom,GB,LB,7,6.0,3.0,3,6,0.0,0,0,0,0
B.J. Bello,CLE,LB,16,6.0,5.0,1,6,0.0,0,0,0,0
Keith McGill,OAK,S,13,6.0,6.0,0,6,0.0,0,0,0,0
Isaiah Johnson,LAR,S,1,6.0,1.0,5,6,0.0,0,0,0,0
Marcus Sherels,MIN,CB,16,6.0,6.0,0,6,0.0,0,0,0,0
Roy Miller,KC,DT,7,6.0,2.0,4,6,0.0,0,0,0,0
Bruce Carter,NYJ,LB,14,6.0,2.0,4,6,0.0,0,0,0,0
Ben Jacobs,CAR,LB,16,6.0,4.0,2,6,0.0,0,0,0,0
Sterling Moore,NO,CB,6,7.0,5.0,0,5,0.0,1,0,0,0
Jack Crawford,ATL,DE,4,5.0,3.0,2,5,0.0,0,0,0,0
Jerel Worthy,BUF,DT,5,5.0,1.0,4,5,0.0,0,0,0,0
Damontre Moore,DAL,DE,3,5.0,3.0,2,5,0.0,0,0,0,0
Josh Robinson,TB,S,11,7.0,4.0,1,5,0.0,1,0,0,0
Nolan Carroll,DAL,CB,2,5.0,5.0,0,5,0.0,0,0,0,0
Nordly Capi,BUF,DE,4,9.0,3.0,2,5,1.0,1,0,0,0
Derron Smith,CLE/CIN,S,10,5.0,5.0,0,5,0.0,0,0,0,0
Dexter McDougle,PHI,CB,8,5.0,4.0,1,5,0.0,0,0,0,0
Isaiah Irving,CHI,LB,7,7.0,5.0,0,5,0.0,0,1,0,0
Daniel Ross,DAL,DT,3,9.0,4.0,1,5,1.0,0,1,0,0
Cameron Sutton,PIT,CB,5,5.0,4.0,1,5,0.0,0,0,0,0
Marcus Rios,DEN,CB,5,5.0,5.0,0,5,0.0,0,0,0,0
Ukeme Eligwe,KC,LB,14,7.0,5.0,0,5,1.0,0,0,0,0
Patrick Ricard,BAL,FB,16,5.0,3.0,2,5,0.0,0,0,0,0
Jeremiah Valoaga,DET,DE,9,7.0,5.0,0,5,1.0,0,0,0,0
Dominique Hatfield,LAR,CB,11,5.0,4.0,1,5,0.0,0,0,0,0
Scooby Wright,ARI,LB,10,5.0,5.0,0,5,0.0,0,0,0,0
Erik Harris,OAK,S,15,5.0,4.0,1,5,0.0,0,0,0,0
Bronson Kaufusi,BAL,TE,3,5.0,2.0,3,5,0.0,0,0,0,0
Tyvis Powell,SF,S,3,5.0,4.0,1,5,0.0,0,0,0,0
Javien Elliott,TB,CB,15,5.0,5.0,0,5,0.0,0,0,0,0
Nicholas Grigsby,NE,LB,5,5.0,4.0,1,5,0.0,0,0,0,0
Dylan Donahue,NYJ,LB,4,5.0,4.0,1,5,0.0,0,0,0,0
Chris Wormley,BAL,DE,7,5.0,5.0,0,5,0.0,0,0,0,0
Nate Gerry,PHI,LB,10,5.0,3.0,2,5,0.0,0,0,0,0
Lano Hill,SEA,S,15,5.0,3.0,2,5,0.0,0,0,0,0
Tanner Vallejo,BUF,LB,15,5.0,3.0,2,5,0.0,0,0,0,0
Cameron Malveaux,MIA,LB,4,7.0,4.0,1,5,1.0,0,0,0,0
Tedric Thompson,SEA,S,9,8.0,2.0,2,4,0.0,0,2,0,0
Elijah Qualls,PHI,DT,6,4.0,3.0,1,4,0.0,0,0,0,0
Isaac Rochell,LAC,DE,3,6.0,4.0,0,4,1.0,0,0,0,0
Pete Robertson,WAS,LB,4,4.0,2.0,2,4,0.0,0,0,0,0
Tony McRae,CIN,CB,4,4.0,3.0,1,4,0.0,0,0,0,0
Elijah Lee,SF,LB,14,6.0,3.0,1,4,0.0,1,0,0,0
Demetrious Cox,CAR,S,4,4.0,4.0,0,4,0.0,0,0,0,0
Tyler Patmon,JAX,CB,13,4.0,2.0,2,4,0.0,0,0,0,0
Corey Nelson,DEN,LB,5,4.0,2.0,2,4,0.0,0,0,0,0
Robert Nelson,NYJ,S,2,4.0,4.0,0,4,0.0,0,0,0,0
Dexter McCoil,SF,S,8,4.0,4.0,0,4,0.0,0,0,0,0
Khyri Thornton,DET,DT,4,4.0,3.0,1,4,0.0,0,0,0,0
Brent Urban,BAL,DE,3,4.0,3.0,1,4,0.0,0,0,0,0
Keith Reaser,KC,CB,1,6.0,4.0,0,4,1.0,0,0,0,0
Joe Vellano,ATL,DT,4,4.0,1.0,3,4,0.0,0,0,0,0
Steven Terrell,KC,CB,10,6.0,3.0,1,4,0.0,0,0,1,0
Stephen Paea,DAL,DT,4,4.0,3.0,1,4,0.0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,8,4.0,3.0,1,4,0.0,0,0,0,0
Jonathan Freeny,NO/NE,LB,3,4.0,3.0,1,4,0.0,0,0,0,0
Akeem Ayers,NYG,LB,6,3.0,2.0,1,3,0.0,0,0,0,0
Dwight Freeney,SEA/DET,DE,9,9.0,3.0,0,3,3.0,0,0,0,0
David King,TEN,DE,7,5.0,2.0,1,3,1.0,0,0,0,0
Steven Means,PHI,DE,6,5.0,3.0,0,3,1.0,0,0,0,0
Gerald Hodges,NO,LB,11,3.0,3.0,0,3,0.0,0,0,0,0
Howard Jones,CHI,LB,4,5.0,2.0,1,3,1.0,0,0,0,0
Antone Exum,SF,S,2,3.0,2.0,1,3,0.0,0,0,0,0
Joey Mbu,IND,DT,7,3.0,2.0,1,3,0.0,0,0,0,0
Christian Ringo,DET,DT,6,3.0,2.0,1,3,0.0,0,0,0,0
Justin Hamilton,PHI/KC,DT,4,4.0,1.0,2,3,0.5,0,0,0,0
Mark Nzeocha,SF,LB,10,3.0,2.0,1,3,0.0,0,0,0,0
Jaylen Hill,BAL,CB,6,3.0,2.0,1,3,0.0,0,0,0,0
Gimel President,HOU,LB,4,3.0,1.0,2,3,0.0,0,0,0,0
Stefan McClure,WAS,S,7,3.0,2.0,1,3,0.0,0,0,0,0
Lorenzo Jerome,SF,S,4,3.0,2.0,1,3,0.0,0,0,0,0
LaTroy Lewis,HOU,LB,2,5.0,3.0,0,3,1.0,0,0,0,0
Brendan Langley,DEN,WR,11,3.0,3.0,0,3,0.0,0,0,0,0
Romeo Okwara,NYG,DE,6,3.0,1.0,2,3,0.0,0,0,0,0
Tyrone Holmes,CLE,LB,4,3.0,1.0,2,3,0.0,0,0,0,0
D.J. White,IND,CB,2,3.0,3.0,0,3,0.0,0,0,0,0
Charles Tapper,DAL,DE,2,5.0,2.0,1,3,1.0,0,0,0,0
Lawrence Thomas,NYJ,FB,14,2.0,1.0,1,2,0.0,0,0,0,0
Brandon Williams,ARI,CB,16,2.0,0.0,2,2,0.0,0,0,0,0
Jihad Ward,OAK,LB,5,4.0,1.0,1,2,1.0,0,0,0,0
Sharrod Neasman,ATL,S,11,2.0,2.0,0,2,0.0,0,0,0,0
Deon King,CLE,LB,9,2.0,1.0,1,2,0.0,0,0,0,0
Brian Allen,PIT,CB,10,2.0,0.0,2,2,0.0,0,0,0,0
Riley Bullough,TB,LB,3,2.0,1.0,1,2,0.0,0,0,0,0
Claude Pelon,NYJ,DE,1,2.0,1.0,1,2,0.0,0,0,0,0
Montravius Adams,GB,DE,7,2.0,1.0,1,2,0.0,0,0,0,0
Reggie Gilbert,GB,LB,2,4.0,2.0,0,2,1.0,0,0,0,0
Sidney Jones,PHI,CB,1,2.0,2.0,0,2,0.0,0,0,0,0
Chunky Clements,HOU,DT,2,3.0,1.0,1,2,0.5,0,0,0,0
Greg Mabin,BUF/SF,CB,7,2.0,1.0,1,2,0.0,0,0,0,0
Torry McTyer,MIA,CB,7,2.0,1.0,1,2,0.0,0,0,0,0
Jerrol Garcia-Williams,DEN,LB,11,2.0,2.0,0,2,0.0,0,0,0,0
Ben Heeney,HOU,LB,5,2.0,0.0,2,2,0.0,0,0,0,0
Obum Gwacham,NYJ,DE,5,2.0,0.0,2,2,0.0,0,0,0,0
Geneo Grissom,NE,DE,8,2.0,2.0,0,2,0.0,0,0,0,0
Anthony Johnson,IND,DT,4,2.0,0.0,2,2,0.0,0,0,0,0
Bene' Benwikere,DAL,CB,12,4.0,2.0,0,2,0.0,0,1,0,0
Darryl Tapp,TB,DE,3,4.0,2.0,0,2,1.0,0,0,0,0
Cliff Avril,SEA,DE,4,4.0,2.0,0,2,1.0,0,0,0,0
LaVar Edwards,CLE,DE,3,2.0,0.0,2,2,0.0,0,0,0,0
Asa Jackson,SF,CB,4,1.0,1.0,0,1,0.0,0,0,0,0
Ben Garland,ATL,OG,16,1.0,1.0,0,1,0.0,0,0,0,0
Jacquies Smith,DET/TB,DE,3,1.0,1.0,0,1,0.0,0,0,0,0
Tamba Hali,KC,LB,5,1.0,1.0,0,1,0.0,0,0,0,0
Cam Thomas,KC,DE,1,1.0,1.0,0,1,0.0,0,0,0,0
Sean Weatherspoon,ATL,LB,2,1.0,1.0,0,1,0.0,0,0,0,0
Ed Stinson,NYJ,DE,4,1.0,0.0,1,1,0.0,0,0,0,0
Daniel McCullers,PIT,DT,5,1.0,1.0,0,1,0.0,0,0,0,0
Kasim Edebali,DEN/DET,DE,13,1.0,0.0,1,1,0.0,0,0,0,0
Jason Verrett,LAC,CB,1,1.0,1.0,0,1,0.0,0,0,0,0
Devin Taylor,NYG,DE,2,1.0,0.0,1,1,0.0,0,0,0,0
Marcus Burley,HOU,CB,5,1.0,1.0,0,1,0.0,0,0,0,0
Michael Bennett,JAX,DT,1,1.0,1.0,0,1,0.0,0,0,0,0
Gabe Wright,MIA,DT,1,1.0,1.0,0,1,0.0,0,0,0,0
Dewey McDonald,SEA,LB,3,1.0,1.0,0,1,0.0,0,0,0,0
Neal Sterling,NYJ,TE,11,1.0,1.0,0,1,0.0,0,0,0,0
David Parry,NO,DT,1,1.0,0.0,1,1,0.0,0,0,0,0
T.Y. McGill,CLE,DT,3,1.0,1.0,0,1,0.0,0,0,0,0
Neville Hewitt,MIA,LB,6,1.0,1.0,0,1,0.0,0,0,0,0
Tyrique Jarrett,DEN,DT,1,1.0,0.0,1,1,0.0,0,0,0,0
Brandon Banks,WAS,DE,1,1.0,1.0,0,1,0.0,0,0,0,0
Fish Smithson,WAS,S,2,1.0,0.0,1,1,0.0,0,0,0,0
Rickey Hatley,BUF,DT,1,1.0,1.0,0,1,0.0,0,0,0,0
Tashawn Bower,MIN,LB,2,3.0,1.0,0,1,1.0,0,0,0,0
Harvey Langi,NE,LB,1,1.0,1.0,0,1,0.0,0,0,0,0
Jaleel Johnson,MIN,DT,5,1.0,0.0,1,1,0.0,0,0,0,0
Al-Quadin Muhammad,NO,DE,4,1.0,0.0,1,1,0.0,0,0,0,0
Elijah McGuire,NYJ,RB,16,1.0,1.0,0,1,0.0,0,0,0,0
C.J. Smith,CLE,CB,3,1.0,1.0,0,1,0.0,0,0,0,0
Aaron Wallace,TEN,LB,2,1.0,1.0,0,1,0.0,0,0,0,0
Alex Redmond,CIN,OG,5,1.0,1.0,0,1,0.0,0,0,0,0
Joshua Perry,IND,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Kalan Reed,TEN,CB,3,0.0,0.0,0,0,0.0,0,0,0,0
Bryson Albright,ARI,LB,7,0.0,0.0,0,0,0.0,0,0,0,0
Rodney Coe,SEA,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Deiondre' Hall,CHI,S,2,0.0,0.0,0,0,0.0,0,0,0,0
Josh Forrest,SEA,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Taniela Tupou,ATL,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Mitchell Loewen,NO,DE,2,0.0,0.0,0,0,0.0,0,0,0,0
Lucas Patrick,GB,OG,12,0.0,0.0,0,0,0.0,0,0,0,0
Channing Ward,TB,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Michael Hunter,NYG,CB,4,0.0,0.0,0,0,0.0,0,0,0,0
Garrett Sickels,LAR,LB,1,0.0,0.0,0,0,0.0,0,0,0,0
Ejuan Price,LAR,LB,1,0.0,0.0,0,0,0.0,0,0,0,0
Carroll Phillips,JAX,LB,4,0.0,0.0,0,0,0.0,0,0,0,0
Daeshon Hall,CAR,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Jalen Myrick,JAX,CB,5,0.0,0.0,0,0,0.0,0,0,0,0
Rashaad Coward,CHI,OT,1,0.0,0.0,0,0,0.0,0,0,0,0
Donatello Brown,GB,CB,4,0.0,0.0,0,0,0.0,0,0,0,0
Bam Bradley,BAL,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Derrick Jones,NYJ,CB,3,0.0,0.0,0,0,0.0,0,0,0,0
Patrick O'Connor,TB,LB,3,0.0,0.0,0,0,0.0,0,0,0,0
Xavier Coleman,NYJ,CB,2,0.0,0.0,0,0,0.0,0,0,0,0
Jeremy Clark,NYJ,CB,1,0.0,0.0,0,0,0.0,0,0,0,0
JoJo Natson,NYJ,WR,7,0.0,0.0,0,0,0.0,0,0,0,0
Josh Tupou,CIN,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Reggie Porter,CLE,CB,3,0.0,0.0,0,0,0.0,0,0,0,0
Jesse Davis,MIA,OT,16,0.0,0.0,0,0,0.0,0,0,0,0
Ladarius Gunter,GB,CB,1,0.0,0.0,0,0,0.0,0,0,0,0
Craig Mager,LAC,CB,2,0.0,0.0,0,0,0.0,0,0,0,0
Lorenzo Doss,DEN,CB,3,0.0,0.0,0,0,0.0,0,0,0,0
Caraun Reid,DET,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Arthur Jones,WAS,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Bryan Braman,PHI,LB,3,0.0,0.0,0,0,0.0,0,0,0,0