,,,,Receiving,,,,,,,,,Big Receiving Games,,,Fumbles,
Damien Williams,KC,RB,16,23,160,7.0,10.0,2,24,6.7,1,0,0,0,0,1,1
Cody Core,CIN,WR,14,13,160,12.3,11.4,1,28,5.7,2,0,0,0,0,0,0
Will Dissly,SEA,TE,4,8,156,19.5,39.0,2,14,11.1,3,1,1,0,0,0,0
Marcell Ateman,OAK,WR,7,15,154,10.3,22.0,1,31,5.0,2,0,0,0,0,0,0
Alfred Blue,HOU,RB,16,20,154,7.7,9.6,0,27,5.7,1,0,0,0,0,0,0
Isaiah Crowell,NYJ,RB,13,21,152,7.2,11.7,0,28,5.4,1,0,0,0,0,0,0
Ito Smith,ATL,RB,14,27,152,5.6,10.9,0,32,4.8,1,0,0,0,0,1,0
Dan Arnold,NO,TE,10,12,150,12.5,15.0,1,19,7.9,4,0,0,0,0,1,0
Marvin Hall,ATL,WR,16,10,149,14.9,9.3,1,19,7.8,2,1,0,0,0,0,0
Nick Chubb,CLE,RB,16,20,149,7.5,9.3,2,29,5.1,2,0,0,0,0,0,0
Jordan Howard,CHI,RB,16,20,145,7.3,9.1,0,27,5.4,0,0,0,0,0,2,1
Damion Ratley,CLE,WR,13,13,144,11.1,11.1,0,20,7.2,3,0,0,0,0,0,0
Trenton Cannon,NYJ,RB,16,17,144,8.5,9.0,0,25,5.8,1,0,0,0,0,0,0
Deontay Burnett,NYJ,WR,5,10,143,14.3,28.6,0,15,9.5,3,0,0,0,0,0,0
Maxx Williams,BAL,TE,13,16,143,8.9,11.0,1,17,8.4,3,0,0,0,0,0,0
Ed Dickson,SEA,TE,10,12,143,11.9,14.3,3,13,11.0,2,1,0,0,0,0,0
Latavius Murray,MIN,RB,16,22,141,6.4,8.8,0,26,5.4,0,0,0,0,0,0,0
Tavon Austin,DAL,WR,7,8,140,17.5,20.0,2,13,10.8,2,2,0,0,0,0,0
Brandon Marshall,SEA,WR,7,11,136,12.4,19.4,1,23,5.9,2,0,0,0,0,0,0
Brandon LaFell,OAK,WR,6,12,135,11.3,22.5,2,16,8.4,1,0,0,0,0,0,0
Justin Jackson,LAC,RB,13,15,135,9.0,10.4,0,19,7.1,0,0,0,0,0,0,0
Mo Alie-Cox,IND,TE,9,7,133,19.0,14.8,2,13,10.2,4,0,0,0,0,0,0
Justin Hardy,ATL,WR,16,14,133,9.5,8.3,2,22,6.0,0,0,0,0,0,1,0
Rex Burkhead,NE,RB,8,14,131,9.4,16.4,1,20,6.6,1,0,0,0,0,2,1
Richie James,SF,WR,13,9,130,14.4,10.0,1,14,9.3,2,1,0,0,0,2,1
Brandon Powell,DET,WR,6,11,129,11.7,21.5,0,17,7.6,1,1,1,0,0,0,0
Frank Gore,MIA,RB,14,12,124,10.3,8.9,1,16,7.8,1,0,0,0,0,1,0
Josh Bellamy,CHI,WR,16,14,117,8.4,7.3,1,25,4.7,1,0,0,0,0,0,0
Darren Fells,CLE,TE,16,11,117,10.6,7.3,3,12,9.8,1,1,0,0,0,0,0
Doug Martin,OAK,RB,16,18,116,6.4,7.3,0,24,4.8,2,0,0,0,0,3,3
Dalton Schultz,DAL,TE,11,12,116,9.7,10.5,0,17,6.8,0,0,0,0,0,0,0
Kapri Bibbs,WAS/GB,RB,12,16,115,7.2,9.6,1,23,5.0,1,0,0,0,0,1,0
Cameron Meredith,NO,WR,6,9,114,12.7,19.0,1,10,11.4,2,1,0,0,0,1,1
Jordan Leggett,NYJ,TE,15,14,114,8.1,7.6,1,25,4.6,0,0,0,0,0,0,0
Andy Janovich,DEN,FB,16,8,112,14.0,7.0,1,10,11.2,2,0,0,0,0,0,0
Bilal Powell,NYJ,RB,7,11,110,10.0,15.7,1,18,6.1,2,0,0,0,0,2,1
Alex Collins,BAL,RB,10,15,105,7.0,10.5,1,21,5.0,2,0,0,0,0,3,3
Dontrell Hilliard,CLE,RB,11,9,105,11.7,9.5,0,10,10.5,2,0,0,0,0,0,0
Chase Edmonds,ARI,RB,16,20,103,5.2,6.4,0,23,4.5,0,0,0,0,0,1,0
Marlon Mack,IND,RB,12,17,103,6.1,8.6,1,26,4.0,1,0,0,0,0,2,2
Jake Kumerow,GB,WR,5,8,103,12.9,20.6,1,11,9.4,1,1,0,0,0,0,0
MyCole Pruitt,TEN,TE,15,9,102,11.3,6.8,1,11,9.3,1,0,0,0,0,0,0
Marcus Johnson,IND,WR,5,6,102,17.0,20.4,1,8,12.8,1,0,0,0,0,0,0
Darius Jennings,TEN,WR,16,11,101,9.2,6.3,0,15,6.7,1,0,0,0,0,0,0
Michael Floyd,WAS,WR,13,10,100,10.0,7.7,1,24,4.2,1,0,0,0,0,0,0
Michael Roberts,DET,TE,8,9,100,11.1,12.5,3,20,5.0,1,0,0,0,0,0,0
Derrick Henry,TEN,RB,16,15,99,6.6,6.2,0,18,5.5,1,0,0,0,0,1,1
Niles Paul,JAX,TE,6,10,98,9.8,16.3,0,13,7.5,1,0,0,0,0,0,0
Jeff Wilson,SF,RB,6,12,98,8.2,16.3,0,15,6.5,1,0,0,0,0,3,2
Austin Carr,NO,WR,14,9,97,10.8,6.9,2,14,6.9,1,0,0,0,0,0,0
Anthony Sherman,KC,FB,16,8,96,12.0,6.0,1,9,10.7,1,0,0,0,0,0,0
Jermaine Gresham,ARI,TE,13,9,94,10.4,7.2,0,12,7.8,1,0,0,0,0,1,1
Leonte Carroo,MIA,WR,9,2,94,47.0,10.4,1,4,23.5,2,1,0,0,0,0,0
Peyton Barber,TB,RB,16,20,92,4.6,5.8,1,29,3.2,0,0,0,0,0,1,1
Kevin White,CHI,WR,9,4,92,23.0,10.2,0,8,11.5,2,1,0,0,0,0,0
Logan Paulsen,ATL,TE,15,9,91,10.1,6.1,1,9,10.1,0,0,0,0,0,0,0
Vyncint Smith,HOU,WR,7,5,91,18.2,13.0,1,10,9.1,2,0,0,0,0,0,0
Garrett Celek,SF,TE,15,5,90,18.0,6.0,2,8,11.3,2,1,0,0,0,0,0
Austin Seferian-Jenkins,JAX,TE,5,11,90,8.2,18.0,1,19,4.7,1,0,0,0,0,0,0
Wayne Gallman,NYG,RB,15,14,89,6.4,5.9,0,22,4.0,1,0,0,0,0,2,1
Luke Willson,DET,TE,14,13,87,6.7,6.2,0,19,4.6,0,0,0,0,0,0,0
Erik Swoope,IND,TE,7,8,87,10.9,12.4,3,10,8.7,1,0,0,0,0,0,0
Scott Simonson,NYG,TE,16,9,86,9.6,5.4,1,14,6.1,1,0,0,0,0,0,0
Xavier Grimble,PIT,TE,16,6,86,14.3,5.4,0,8,10.8,2,0,0,0,0,1,1
Nick O'Leary,MIA,TE,12,8,86,10.8,7.2,1,10,8.6,0,0,0,0,0,0,0
C.J. Ham,MIN,FB,15,11,85,7.7,5.7,0,15,5.7,0,0,0,0,0,0,0
Jake Butt,DEN,TE,3,8,85,10.6,28.3,0,13,6.5,2,0,0,0,0,0,0
Jordan Wilkins,IND,RB,16,16,85,5.3,5.3,0,17,5.0,0,0,0,0,0,2,2
Marshawn Lynch,OAK,RB,6,15,84,5.6,14.0,0,20,4.2,0,0,0,0,0,0,0
Cameron Batson,TEN,WR,11,8,82,10.3,7.5,0,11,7.5,1,0,0,0,0,1,0
Andy Jones,DET,WR,8,11,80,7.3,10.0,1,24,3.3,0,0,0,0,0,0,0
Andre Roberts,NYJ,WR,16,10,79,7.9,4.9,1,18,4.4,1,0,0,0,0,3,1
Eli Rogers,PIT,WR,3,12,79,6.6,26.3,0,14,5.6,0,0,0,0,0,1,0
Taquan Mizzell,CHI,WR,9,8,78,9.8,8.7,1,10,7.8,1,0,0,0,0,0,0
Robert Tonyan,GB,TE,16,4,77,19.3,4.8,1,6,12.8,2,1,0,0,0,0,0
Tyler Conklin,MIN,TE,16,5,77,15.4,4.8,0,7,11.0,2,0,0,0,0,0,0
Logan Thomas,BUF,TE,12,12,77,6.4,6.4,0,17,4.5,1,0,0,0,0,0,0
Darren Waller,OAK,TE,4,6,75,12.5,18.8,0,6,12.5,1,1,0,0,0,0,0
Rashaad Penny,SEA,RB,14,9,75,8.3,5.4,0,12,6.3,1,0,0,0,0,0,0
Trey Quinn,WAS,WR,3,9,75,8.3,25.0,1,10,7.5,0,0,0,0,0,0,0
Seth DeValve,CLE,TE,13,5,74,14.8,5.7,1,7,10.6,2,0,0,0,0,0,0
Lee Smith,OAK,TE,16,10,73,7.3,4.6,3,11,6.6,1,0,0,0,0,0,0
Alfred Morris,SF,RB,12,8,73,9.1,6.1,0,13,5.6,0,0,0,0,0,2,1
Eric Tomlinson,NYJ,TE,15,8,72,9.0,4.8,0,14,5.1,1,0,0,0,0,0,0
Royce Freeman,DEN,RB,14,14,72,5.1,5.1,0,20,3.6,0,0,0,0,0,1,1
Corey Coleman,NYG,WR,8,5,71,14.2,8.9,0,8,8.9,1,0,0,0,0,0,0
Corey Grant,JAX,RB,5,9,67,7.4,13.4,0,12,5.6,0,0,0,0,0,0,0
Blake Bell,JAX,TE,10,8,67,8.4,6.7,0,11,6.1,0,0,0,0,0,0,0
Derek Carrier,OAK,TE,16,7,67,9.6,4.2,1,11,6.1,1,0,0,0,0,0,0
LeGarrette Blount,DET,RB,16,10,67,6.7,4.2,0,15,4.5,1,0,0,0,0,2,1
Joshua Perkins,PHI,TE,9,5,67,13.4,7.4,0,11,6.1,1,0,0,0,0,0,0
Dane Cruikshank,TEN,S,12,1,66,66.0,5.5,1,1,66.0,1,1,0,0,0,0,0
J.J. Nelson,ARI,WR,14,7,64,9.1,4.6,0,19,3.4,0,0,0,0,0,0,0
Russell Gage,ATL,WR,15,6,63,10.5,4.2,0,10,6.3,1,0,0,0,0,0,0
Patrick DiMarco,BUF,FB,16,3,62,20.7,3.9,0,4,15.5,2,0,0,0,0,0,0
James Develin,NE,FB,16,12,61,5.1,3.8,0,17,3.6,0,0,0,0,0,0,0
David Grinnage,JAX,TE,4,6,61,10.2,15.3,0,8,7.6,1,0,0,0,0,0,0
Derrick Willies,CLE,WR,5,3,61,20.3,12.2,0,5,12.2,1,0,0,0,0,1,0
Tommylee Lewis,NO,WR,7,3,60,20.0,8.6,1,3,20.0,2,0,0,0,0,1,1
Rod Smith,DAL,RB,16,9,60,6.7,3.8,0,12,5.0,0,0,0,0,0,0,0
Rashad Greene,JAX,WR,8,6,60,10.0,7.5,0,8,7.5,0,0,0,0,0,2,1
Brice Butler,MIA,WR,6,6,60,10.0,10.0,1,9,6.7,1,0,0,0,0,0,0
Josh Adams,PHI,RB,14,7,58,8.3,4.1,0,13,4.5,0,0,0,0,0,1,1
Kalen Ballage,MIA,RB,12,9,56,6.2,4.7,0,11,5.1,1,0,0,0,0,1,1
Zach Zenner,DET,RB,8,7,56,8.0,7.0,0,10,5.6,1,0,0,0,0,0,0
Noah Brown,DAL,WR,8,5,54,10.8,6.8,0,8,6.8,1,0,0,0,0,0,0
Kamar Aiken,PHI,WR,5,6,53,8.8,10.6,0,7,7.6,0,0,0,0,0,0,0
Delanie Walker,TEN,TE,1,4,52,13.0,52.0,0,7,7.4,0,0,0,0,0,0,0
Malcolm Brown,LAR,RB,12,5,52,10.4,4.3,1,7,7.4,0,0,0,0,0,0,0
Chris Manhertz,CAR,TE,16,2,52,26.0,3.3,1,5,10.4,1,1,0,0,0,0,0
Bobo Wilson,TB,WR,5,4,52,13.0,10.4,0,5,10.4,1,0,0,0,0,0,0
Jacob Hollister,NE,TE,8,4,52,13.0,6.5,0,5,10.4,1,0,0,0,0,0,0
Kenneth Dixon,BAL,RB,6,6,51,8.5,8.5,0,7,7.3,1,0,0,0,0,2,1
Elijhaa Penny,NYG,FB,14,8,50,6.3,3.6,0,9,5.6,0,0,0,0,0,0,0
Durham Smythe,MIA,TE,15,6,50,8.3,3.3,0,11,4.5,1,0,0,0,0,0,0
Sony Michel,NE,RB,13,7,50,7.1,3.8,0,11,4.5,0,0,0,0,0,1,1
Shelton Gibson,PHI,WR,15,1,48,48.0,3.2,0,3,16.0,1,1,0,0,0,0,0
Antony Auclair,TB,TE,16,7,48,6.9,3.0,0,8,6.0,0,0,0,0,0,0,0
Eric Saubert,ATL,TE,16,5,48,9.6,3.0,0,9,5.3,0,0,0,0,0,0,0
Adam Shaheen,CHI,TE,6,5,48,9.6,8.0,1,6,8.0,1,0,0,0,0,0,0
A.J. Derby,MIA,TE,4,3,48,16.0,12.0,1,5,9.6,0,0,0,0,0,0,0
Neal Sterling,NYJ,TE,5,6,47,7.8,9.4,0,8,5.9,0,0,0,0,0,0,0
Rico Gathers,DAL,TE,15,3,45,15.0,3.0,0,7,6.4,1,0,0,0,0,0,0
River Cracraft,DEN,WR,8,1,44,44.0,5.5,0,2,22.0,1,1,0,0,0,1,1
Ben Braunecker,CHI,TE,15,3,42,14.0,2.8,0,5,8.4,1,0,0,0,0,0,0
Mark Walton,CIN,RB,14,5,41,8.2,2.9,0,8,5.1,1,0,0,0,0,0,0
Jeremy Sprinkle,WAS,TE,16,5,41,8.2,2.6,1,9,4.6,0,0,0,0,0,0,0
C.J. Anderson,CAR/LAR,RB,11,5,41,8.2,3.7,1,9,4.6,1,0,0,0,0,0,0
Tommy Bohanon,JAX,FB,16,6,41,6.8,2.6,0,9,4.6,0,0,0,0,0,0,0
Dwayne Harris,OAK,WR,15,6,40,6.7,2.7,0,6,6.7,0,0,0,0,0,2,0
Jawill Davis,NYG,WR,7,4,40,10.0,5.7,0,8,5.0,1,0,0,0,0,0,0
Chad Beebe,MIN,WR,3,4,39,9.8,13.0,0,4,9.8,0,0,0,0,0,0,0
Marcedes Lewis,GB,TE,16,3,39,13.0,2.4,0,4,9.8,1,0,0,0,0,0,0
John Phillips,ARI,TE,8,3,38,12.7,4.8,0,3,12.7,1,0,0,0,0,0,0
Roosevelt Nix,PIT,FB,16,4,38,9.5,2.4,0,6,6.3,0,0,0,0,0,0,0
Charcandrick West,KC,RB,3,2,37,18.5,12.3,1,3,12.3,1,0,0,0,0,0,0
Jalen Tolliver,ARI,WR,3,3,37,12.3,12.3,0,6,6.2,0,0,0,0,0,0,0
Jordan Franks,CIN,TE,6,2,37,18.5,6.2,0,3,12.3,1,0,0,0,0,0,0
T.J. Logan,ARI,RB,10,7,37,5.3,3.7,0,7,5.3,0,0,0,0,0,0,0
David Morgan,MIN,TE,11,5,36,7.2,3.3,0,6,6.0,0,0,0,0,0,0,0
Ray-Ray McCloud,BUF,WR,10,5,36,7.2,3.6,0,6,6.0,0,0,0,0,0,2,1
Tyler Kroft,CIN,TE,5,4,36,9.0,7.2,0,6,6.0,0,0,0,0,0,0,0
Tre Madden,SEA,FB,14,2,35,17.5,2.5,0,3,11.7,1,0,0,0,0,0,0
Tyler Ervin,HOU,RB,9,3,35,11.7,3.9,0,3,11.7,0,0,0,0,0,1,0
Auden Tate,CIN,WR,7,4,35,8.8,5.0,0,12,2.9,0,0,0,0,0,0,0
Ronald Jones,TB,RB,9,7,33,4.7,3.7,0,9,3.7,0,0,0,0,0,0,0
Brian Parker,DEN,TE,13,5,33,6.6,2.5,0,10,3.3,0,0,0,0,0,0,0
Carlos Hyde,CLE/JAX,RB,14,10,33,3.3,2.4,0,16,2.1,0,0,0,0,0,2,1
Javon Wims,CHI,WR,4,4,32,8.0,8.0,0,5,6.4,0,0,0,0,0,0,0
Byron Marshall,WAS,RB,6,4,30,7.5,5.0,0,6,5.0,0,0,0,0,0,0,0
De'Anthony Thomas,KC,WR,5,3,29,9.7,5.8,1,5,5.8,0,0,0,0,0,1,0
Ameer Abdullah,DET/MIN,RB,10,3,28,9.3,2.8,0,4,7.0,0,0,0,0,0,1,1
D'Onta Foreman,HOU,RB,1,2,28,14.0,28.0,1,2,14.0,1,0,0,0,0,1,0
John Kelly,LAR,RB,4,2,27,13.5,6.8,0,3,9.0,0,0,0,0,0,0,0
Darrel Williams,KC,RB,6,3,27,9.0,4.5,1,3,9.0,0,0,0,0,0,0,0
Dwayne Allen,NE,TE,13,3,27,9.0,2.1,0,4,6.8,1,0,0,0,0,0,0
Marcus Murphy,BUF,RB,11,11,26,2.4,2.4,0,19,1.4,0,0,0,0,0,1,0
Raheem Mostert,SF,RB,9,6,25,4.2,2.8,0,7,3.6,1,0,0,0,0,1,1
Charone Peake,NYJ,WR,13,2,25,12.5,1.9,0,3,8.3,0,0,0,0,0,0,0
Sean Culkin,LAC,TE,13,1,24,24.0,1.8,0,1,24.0,1,0,0,0,0,0,0
Rishard Matthews,TEN/NYJ,WR,8,5,24,4.8,3.0,0,9,2.7,0,0,0,0,0,0,0
Orson Charles,CLE,FB,13,3,23,7.7,1.8,0,5,4.6,0,0,0,0,0,0,0
Keith Smith,OAK,FB,16,5,23,4.6,1.4,0,7,3.3,0,0,0,0,0,0,0
Devonta Freeman,ATL,RB,2,5,23,4.6,11.5,0,7,3.3,0,0,0,0,0,0,0
Brandon Zylstra,MIN,WR,16,1,23,23.0,1.4,0,2,11.5,1,0,0,0,0,0,0
Tyrone Swoopes,SEA,TE,1,1,23,23.0,23.0,0,1,23.0,1,0,0,0,0,0,0
Gehrig Dieter,KC,WR,4,1,22,22.0,5.5,0,3,7.3,1,0,0,0,0,0,0
C.J. Prosise,SEA,RB,5,3,22,7.3,4.4,0,3,7.3,0,0,0,0,0,0,0
Marcus Mariota,TEN,QB,14,1,21,21.0,1.5,0,1,21.0,1,0,0,0,0,9,2
Justin Hunter,PIT,WR,5,3,21,7.0,4.2,0,13,1.6,0,0,0,0,0,0,0
Keith Ford,BUF,RB,2,3,21,7.0,10.5,0,5,4.2,0,0,0,0,0,0,0
Roc Thomas,MIN,RB,5,2,21,10.5,4.2,0,4,5.3,0,0,0,0,0,0,0
Gus Edwards,BAL,RB,11,2,20,10.0,1.8,0,2,10.0,0,0,0,0,0,0,0
Malik Turner,SEA,WR,6,2,20,10.0,3.3,0,3,6.7,0,0,0,0,0,0,0
Jay Ajayi,PHI,RB,4,5,20,4.0,5.0,0,6,3.3,0,0,0,0,0,1,1
Detrez Newsome,LAC,RB,9,2,19,9.5,2.1,0,2,9.5,0,0,0,0,0,0,0
Terrance Williams,DAL,WR,3,2,18,9.0,6.0,0,3,6.0,0,0,0,0,0,0,0
Brian Quick,WAS,WR,6,3,18,6.0,3.0,0,3,6.0,0,0,0,0,0,0,0
Stevan Ridley,PIT,RB,10,3,18,6.0,1.8,0,4,4.5,0,0,0,0,0,2,2
Derrick Coleman,ARI,FB,16,2,17,8.5,1.1,0,3,5.7,0,0,0,0,0,0,0
Nick Williams,LAR,WR,2,2,17,8.5,8.5,0,3,5.7,0,0,0,0,0,0,0
Matthew Lengel,CIN,TE,11,3,17,5.7,1.5,1,8,2.1,0,0,0,0,0,0,0
KhaDarel Hodge,LAR,WR,14,2,17,8.5,1.2,0,3,5.7,0,0,0,0,0,0,0
De'Lance Turner,BAL,RB,4,2,17,8.5,4.3,0,2,8.5,0,0,0,0,0,0,0
J'Mon Moore,GB,WR,12,2,15,7.5,1.3,0,3,5.0,0,0,0,0,0,1,1
Cameron Artis-Payne,CAR,RB,9,3,15,5.0,1.7,0,4,3.8,0,0,0,0,0,0,0
Nick Bellore,DET,FB,14,4,15,3.8,1.1,0,4,3.8,0,0,0,0,0,0,0
Zach Line,NO,FB,16,5,14,2.8,0.9,2,10,1.4,0,0,0,0,0,0,0
Matt Flanagan,WAS,TE,3,1,14,14.0,4.7,0,1,14.0,0,0,0,0,0,0,0
Ross Dwelley,SF,TE,11,2,14,7.0,1.3,0,2,7.0,0,0,0,0,0,0,0
Tim White,BAL,WR,3,1,14,14.0,4.7,0,1,14.0,0,0,0,0,0,1,0
Jamize Olawale,DAL,FB,16,2,13,6.5,0.8,0,4,3.3,0,0,0,0,0,0,0
Brandon Bolden,MIA,RB,16,3,13,4.3,0.8,1,3,4.3,0,0,0,0,0,1,1
Joe Webb,HOU,WR,16,2,13,6.5,0.8,0,3,4.3,0,0,0,0,0,0,0
Sam Shields,LAR,CB,16,1,12,12.0,0.8,0,1,12.0,0,0,0,0,0,0,0
Sammie Coates,HOU,WR,12,1,12,12.0,1.0,0,2,6.0,0,0,0,0,0,0,0
Josh Malone,CIN,WR,9,1,12,12.0,1.3,0,5,2.4,0,0,0,0,0,0,0
Taylor Decker,DET,OT,16,1,11,11.0,0.7,1,1,11.0,0,0,0,0,0,0,0
Hakeem Valles,DET,TE,3,2,11,5.5,3.7,0,3,3.7,0,0,0,0,0,0,0
Ricky Ortiz,ATL,FB,12,3,11,3.7,0.9,0,4,2.8,0,0,0,0,0,0,0
Victor Bolden,SF,WR,4,1,10,10.0,2.5,0,4,2.5,0,0,0,0,0,0,0
Justin Hardee,NO,CB,16,1,10,10.0,0.6,0,1,10.0,0,0,0,0,0,0,0
Nick Foles,PHI,QB,5,1,10,10.0,2.0,0,1,10.0,0,0,0,0,0,4,2
Dion Sims,CHI,TE,8,2,9,4.5,1.1,0,4,2.3,0,0,0,0,0,0,0
Mike Gillislee,NO,RB,4,1,9,9.0,2.3,0,1,9.0,0,0,0,0,0,1,1
Darrius Heyward-Bey,PIT,WR,14,1,9,9.0,0.6,0,2,4.5,0,0,0,0,0,0,0
Kyle Williams,BUF,DT,16,1,9,9.0,0.6,0,1,9.0,0,0,0,0,0,0,0
DeAndre Washington,OAK,RB,10,1,9,9.0,0.9,0,1,9.0,0,0,0,0,0,1,1
Benny Cunningham,CHI,RB,15,1,9,9.0,0.6,0,2,4.5,0,0,0,0,0,0,0
Alan Cross,TB,TE,14,2,9,4.5,0.6,0,5,1.8,0,0,0,0,0,0,0
George Fant,SEA,OT,16,1,9,9.0,0.6,0,1,9.0,0,0,0,0,0,0,0
Brian Hill,ATL,RB,10,1,9,9.0,0.9,0,2,4.5,0,0,0,0,0,1,1
Cam Phillips,BUF,WR,2,1,9,9.0,4.5,0,1,9.0,0,0,0,0,0,0,0
Darvin Kidsy,WAS,WR,2,1,8,8.0,4.0,0,2,4.0,0,0,0,0,0,0,0
Keon Hatcher,OAK,WR,3,1,8,8.0,2.7,0,2,4.0,0,0,0,0,0,0,0
Damiere Byrd,CAR,WR,8,1,8,8.0,1.0,0,2,4.0,0,0,0,0,0,0,0
Chase Daniel,CHI,QB,5,1,8,8.0,1.6,0,1,8.0,0,0,0,0,0,4,0
Jamaal Charles,JAX,RB,2,2,7,3.5,3.5,0,3,2.3,0,0,0,0,0,0,0
Jeremy Kerley,BUF,WR,1,2,7,3.5,7.0,0,4,1.8,0,0,0,0,0,0,0
Richard Rodgers,PHI,TE,7,1,7,7.0,1.0,0,1,7.0,0,0,0,0,0,0,0
Jehu Chesson,WAS,WR,12,1,7,7.0,0.6,0,2,3.5,0,0,0,0,0,0,0
Marcus Kemp,KC,WR,16,1,7,7.0,0.4,0,2,3.5,0,0,0,0,0,0,0
Dion Dawkins,BUF,OT,16,1,7,7.0,0.4,1,1,7.0,0,0,0,0,0,0,0
Allen Lazard,GB,WR,1,1,7,7.0,7.0,0,1,7.0,0,0,0,0,0,0,0
Jeremy Hill,NE,RB,1,1,6,6.0,6.0,0,1,6.0,0,0,0,0,0,0,0
Michael Burton,CHI,FB,8,1,6,6.0,0.8,0,1,6.0,0,0,0,0,0,0,0
Tom Brady,NE,QB,16,1,6,6.0,0.4,0,1,6.0,0,0,0,0,0,4,2
Matt Ryan,ATL,QB,16,1,5,5.0,0.3,1,1,5.0,0,0,0,0,0,10,5
Travaris Cadet,CAR,RB,1,1,5,5.0,5.0,0,1,5.0,0,0,0,0,0,0,0
Khari Lee,BUF,TE,2,1,5,5.0,2.5,0,1,5.0,0,0,0,0,0,0,0
Justin Watson,TB,WR,12,1,5,5.0,0.4,0,3,1.7,0,0,0,0,0,0,0
Shaun Wilson,TB,RB,5,3,5,1.7,1.0,0,5,1.0,0,0,0,0,0,0,0
Samaje Perine,WAS,RB,5,3,5,1.7,1.0,0,4,1.3,0,0,0,0,0,0,0
Johnny Mundt,LAR,TE,10,1,5,5.0,0.5,0,1,5.0,0,0,0,0,0,0,0
Alex Armah,CAR,FB,16,1,5,5.0,0.3,0,1,5.0,0,0,0,0,0,0,0
Taysom Hill,NO,QB,16,3,4,1.3,0.3,0,7,0.6,0,0,0,0,0,1,1
Carson Wentz,PHI,QB,11,1,4,4.0,0.4,0,1,4.0,0,0,0,0,0,9,6
Andrew Luck,IND,QB,16,1,4,4.0,0.3,0,2,2.0,0,0,0,0,0,6,1
Ryan Tannehill,MIA,QB,11,1,3,3.0,0.3,1,1,3.0,0,0,0,0,0,5,4
Robert Turbin,IND,RB,2,1,3,3.0,1.5,0,2,1.5,0,0,0,0,0,1,1
Kenjon Barner,CAR,RB,4,1,3,3.0,0.8,0,1,3.0,0,0,0,0,0,1,0
J.J. Jones,NYJ,WR,1,1,3,3.0,3.0,0,1,3.0,0,0,0,0,0,0,0
Derek Watt,LAC,FB,16,1,2,2.0,0.1,0,1,2.0,0,0,0,0,0,0,0
Danny Vitale,GB,FB,5,1,2,2.0,0.4,0,2,1.0,0,0,0,0,0,0,0
Bradley Sowell,CHI,TE,16,1,2,2.0,0.1,1,2,1.0,0,0,0,0,0,0,0
Alejandro Villanueva,PIT,OT,16,1,2,2.0,0.1,1,1,2.0,0,0,0,0,0,0,0
Ryan Hewitt,IND,TE,12,1,1,1.0,0.1,1,2,0.5,0,0,0,0,0,0,0
Jonathan Williams,NO,RB,3,1,1,1.0,0.3,0,1,1.0,0,0,0,0,0,0,0
Drew Brees,NO,QB,15,1,1,1.0,0.1,0,1,1.0,0,0,0,0,0,5,1
Mike Boone,MIN,RB,8,2,1,0.5,0.1,0,3,0.3,0,0,0,0,0,0,0
Ben Roethlisberger,PIT,QB,16,1,-1,-1.0,-0.1,0,1,-1.0,0,0,0,0,0,7,2
Kirk Cousins,MIN,QB,16,1,-1,-1.0,-0.1,0,1,-1.0,0,0,0,0,0,9,7
Spencer Pulley,NYG,C,13,1,-2,-2.0,-0.2,0,1,-2.0,0,0,0,0,0,0,0
Ryan Kelly,IND,C,12,1,-4,-4.0,-0.3,0,1,-4.0,0,0,0,0,0,1,1
Joe Staley,SF,OT,16,1,-5,-5.0,-0.3,0,1,-5.0,0,0,0,0,0,0,0
Matt Schaub,ATL,QB,3,1,-7,-7.0,-2.3,0,1,-7.0,0,0,0,0,0,1,0
Derek Carr,OAK,QB,16,1,-9,-9.0,-0.6,0,1,-9.0,0,0,0,0,0,12,7
Russell Wilson,SEA,QB,16,1,-11,-11.0,-0.7,0,1,-11.0,0,0,0,0,0,10,2