,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Jon Bostic,WAS,LB,1,57,6,8,14,0.0,0,0,0,0,0
Blake Martinez,NYG,LB,1,57,8,5,13,0.0,0,0,0,0,0
Roquan Smith,CHI,LB,1,72,10,3,13,0.0,0,0,0,0,0
Tremaine Edmunds,BUF,LB,1,74,8,5,13,0.0,0,0,0,0,0
Patrick Queen,BAL,LB,1,57,9,3,12,0.0,0,0,0,0,0
Bobby Wagner,SEA,LB,1,71,10,2,12,0.0,0,0,0,0,1
Terrance Mitchell,CLE,CB,1,82,11,1,12,0.0,0,0,0,0,0
Eric Kendricks,MIN,LB,1,65,7,5,12,0.0,0,0,0,0,1
Jordan Hicks,ARI,LB,1,77,8,4,12,0.0,0,0,0,0,0
Josh Jones,JAX,S,1,74,7,4,11,0.0,0,0,0,0,0
Anthony Walker,IND,LB,1,53,9,2,11,0.0,0,0,0,0,0
Zach Cunningham,HOU,LB,1,57,7,3,10,0.0,0,0,0,0,0
Josey Jewell,DEN,LB,1,73,8,2,10,2.0,0,0,0,0,1
Mike Pennel,KC,DT,1,46,5,5,10,0.0,0,0,0,0,0
Lavonte David,TB,LB,1,51,9,1,10,0.0,0,0,0,0,1
Kyzir White,LAC,LB,1,76,8,2,10,0.0,0,0,0,0,1
Kenneth Murray,LAC,LB,1,74,6,4,10,0.0,0,0,0,0,0
Jessie Bates,CIN,S,1,68,6,4,10,0.0,0,0,0,0,2
Donovan Wilson,DAL,S,1,70,6,4,10,1.0,0,0,0,0,0
Andrew Wingard,JAX,S,1,75,5,5,10,0.0,0,0,0,0,1
Deionte Thompson,ARI,S,1,59,4,5,9,0.0,0,0,0,0,1
Marlon Humphrey,BAL,CB,1,71,8,1,9,0.0,1,0,0,0,1
Neville Hewitt,NYJ,LB,1,70,5,4,9,0.0,0,0,0,0,0
Jamie Collins,DET,LB,1,63,7,2,9,0.0,0,0,0,0,0
Rodney McLeod,PHI,S,1,73,8,1,9,0.0,0,0,1,0,1
Jordan Poyer,BUF,S,1,73,4,5,9,0.0,0,0,0,0,0
Tashaun Gipson,CHI,S,1,72,8,1,9,0.0,0,0,0,0,1
Eric Wilson,MIN,LB,1,65,3,6,9,0.0,0,0,0,0,0
Benardrick McKinney,HOU,LB,1,57,4,5,9,0.0,0,0,0,0,0
Kwon Alexander,SF,LB,1,61,6,3,9,0.0,0,0,0,0,0
Erik Harris,LV,S,1,60,7,2,9,0.0,0,0,0,0,0
Elandon Roberts,MIA,LB,1,32,5,4,9,0.0,1,0,0,0,0
De'Vondre Campbell,ARI,LB,1,77,4,5,9,0.0,0,0,0,0,0
Tre'Davious White,BUF,CB,1,74,6,2,8,0.0,0,0,0,0,1
Landon Collins,WAS,S,1,57,4,4,8,0.0,0,0,0,0,0
Nate Gerry,PHI,LB,1,72,5,3,8,0.0,0,0,0,0,0
Za'Darius Smith,GB,LB,1,64,6,2,8,3.0,0,0,0,0,0
Deion Jones,ATL,LB,1,63,6,2,8,0.0,0,0,0,0,0
LeShaun Sims,CIN,CB,1,59,6,2,8,0.0,0,0,0,0,1
K.J. Wright,SEA,LB,1,68,6,2,8,0.0,1,0,0,0,3
Pierre Desir,NYJ,CB,1,70,7,1,8,0.0,0,0,2,1,2
Raven Greene,GB,S,1,50,5,3,8,1.0,0,0,0,0,0
Foyesade Oluokun,ATL,LB,1,61,5,3,8,0.0,0,0,0,0,0
Bobby Okereke,IND,LB,1,53,6,2,8,0.0,0,0,0,0,0
Marcus Epps,PHI,S,1,44,4,4,8,0.0,0,0,0,0,0
Taylor Rapp,LAR,S,1,68,7,1,8,0.0,0,0,0,0,0
Trevon Diggs,DAL,CB,1,75,4,4,8,1.0,0,0,0,0,0
Jeremy Chinn,CAR,S,1,51,5,3,8,0.0,0,0,0,0,0
Chris Claybrooks,JAX,CB,1,54,6,2,8,0.0,0,0,0,0,1
Tavierre Thomas,CLE,CB,1,39,7,0,7,0.0,0,0,0,0,0
Trayvon Mullen,LV,CB,1,60,6,1,7,0.0,0,0,0,0,0
Taron Johnson,BUF,CB,1,53,5,2,7,0.0,0,0,0,0,0
Ty Summers,GB,LB,1,52,6,1,7,0.0,0,0,0,0,0
P.J. Hall,HOU,DT,1,43,2,5,7,1.0,0,0,0,0,0
Jaylon Smith,DAL,LB,1,75,2,5,7,0.0,0,0,0,0,0
Tre Flowers,SEA,CB,1,71,4,3,7,0.0,0,0,0,0,0
Christian Jones,DET,LB,1,37,6,1,7,0.0,0,0,0,0,0
Bryce Callahan,DEN,CB,1,77,6,1,7,0.0,0,0,0,0,1
Bradley Roby,HOU,CB,1,66,6,1,7,0.0,0,0,0,0,2
B.J. Goodson,CLE,LB,1,64,5,2,7,0.0,0,0,0,0,0
Danny Shelton,DET,DT,1,52,2,5,7,0.0,0,0,0,0,1
Shaquil Barrett,TB,LB,1,49,5,2,7,1.0,0,0,0,0,0
Xavier Woods,DAL,S,1,75,3,4,7,0.0,0,0,0,0,0
Cory Littleton,LV,LB,1,60,6,1,7,0.0,0,0,0,0,0
Joe Schobert,JAX,LB,1,74,3,4,7,0.0,0,0,0,0,0
Cre'von LeBlanc,PHI,CB,1,31,4,2,6,1.0,1,0,0,0,0
Reggie Ragland,DET,LB,1,44,4,2,6,1.0,0,0,0,0,0
Vonn Bell,CIN,S,1,68,3,3,6,0.0,0,0,0,0,0
Chuck Clark,BAL,S,1,71,4,2,6,0.0,0,0,0,0,0
Tracy Walker,DET,S,1,70,4,2,6,0.0,0,0,0,0,0
Denzel Perryman,LAC,LB,1,22,2,4,6,0.0,0,0,0,0,1
Karl Joseph,CLE,S,1,73,4,2,6,0.0,0,0,0,0,0
Juston Burris,CAR,S,1,56,5,1,6,0.0,0,0,0,0,1
Joe Thomas,DAL,LB,1,75,6,0,6,0.0,0,0,0,0,1
Curtis Riley,ARI,S,1,61,5,1,6,0.0,0,0,0,0,0
Troy Hill,LAR,CB,1,66,6,0,6,0.0,0,0,0,0,2
Eric Rowe,MIA,S,1,50,6,0,6,0.0,0,0,0,0,0
Anthony Hitchens,KC,LB,1,56,3,3,6,0.0,0,0,0,0,0
Avery Williamson,NYJ,LB,1,31,3,3,6,0.0,0,0,0,0,1
Kevin Pierre-Louis,WAS,LB,1,48,4,2,6,0.0,0,0,0,0,0
Micah Hyde,BUF,S,1,73,5,1,6,0.0,0,0,0,0,1
Duron Harmon,DET,S,1,69,5,1,6,0.0,0,0,0,0,0
Daniel Sorensen,KC,S,1,52,5,1,6,0.0,0,0,0,0,0
L.J. Fort,BAL,LB,1,35,5,1,6,0.0,0,0,0,0,0
Akiem Hicks,CHI,DE,1,55,3,3,6,0.0,0,0,0,0,0
Kareem Jackson,DEN,S,1,77,5,1,6,0.0,0,0,0,0,0
Matt Milano,BUF,LB,1,55,3,3,6,0.0,0,0,0,0,1
John Johnson,LAR,S,1,68,4,2,6,0.0,0,0,0,0,0
Yannick Ngakoue,MIN,DE,1,54,6,0,6,2.0,0,0,0,0,0
Micah Kiser,LAR,LB,1,44,5,1,6,0.0,0,0,0,0,0
Michael Davis,LAC,CB,1,76,4,2,6,0.0,0,0,1,1,1
Ja'Whaun Bentley,NE,LB,1,46,3,3,6,0.0,0,0,0,0,1
Ryan Neal,SEA,S,1,71,5,1,6,0.0,0,0,1,0,2
Jaire Alexander,GB,CB,1,70,4,2,6,0.0,0,0,0,0,0
Dakota Allen,JAX,LB,1,32,2,4,6,0.0,0,0,0,0,0
Dexter Lawrence,NYG,DE,1,42,3,3,6,0.0,0,0,0,0,0
Ceedy Duce,NO,S,1,59,5,1,6,0.0,0,0,0,0,0
C.J. Gardner-Johnson,NO,S,1,59,5,1,6,0.0,0,0,0,0,0
Juan Thornhill,KC,S,1,73,6,0,6,0.0,0,0,1,0,1
Kendall Sheffield,ATL,CB,1,63,6,0,6,0.0,0,0,0,0,1
Darnell Savage,GB,S,1,67,5,1,6,0.0,0,0,0,0,1
Krys Barnes,GB,LB,1,38,4,2,6,0.0,0,0,0,0,0
Jeff Okudah,DET,CB,1,38,3,2,5,0.0,0,0,0,0,0
John Penisini,DET,DT,1,22,1,4,5,0.0,0,0,0,0,0
DaVon Hamilton,JAX,DT,1,35,1,4,5,0.0,0,0,0,0,0
Daron Payne,WAS,DT,1,47,1,4,5,0.0,0,0,0,0,0
Justin Reid,HOU,S,1,66,4,1,5,0.0,0,0,0,0,0
Darious Williams,LAR,CB,1,58,4,1,5,0.0,0,0,1,0,2
Fred Warner,SF,LB,1,62,3,2,5,0.0,0,0,0,0,0
Donte Jackson,CAR,CB,1,41,2,3,5,0.0,0,0,0,0,1
Jamal Perry,MIA,CB,1,23,3,2,5,0.0,0,0,0,0,1
Jeff Gladney,MIN,CB,1,65,5,0,5,0.0,0,0,0,0,1
Jaylinn Hawkins,ATL,S,1,26,3,2,5,0.0,0,0,0,0,0
Bradley Chubb,DEN,LB,1,59,3,2,5,2.5,0,0,0,0,0
Marcus Williams,NO,S,1,61,5,0,5,0.0,0,0,0,0,0
Malik Reed,DEN,LB,1,57,3,2,5,0.0,0,0,0,0,0
Anthony Averett,BAL,CB,1,62,5,0,5,0.0,0,0,0,0,1
Eddie Jackson,CHI,S,1,72,4,1,5,0.0,0,0,0,0,0
Chris Board,BAL,LB,1,10,2,3,5,0.0,0,0,0,0,0
Demario Davis,NO,LB,1,61,4,1,5,0.0,0,0,0,0,0
Linval Joseph,LAC,DT,1,62,0,5,5,0.0,0,0,0,0,0
George Iloka,MIN,S,1,43,4,1,5,0.0,0,0,0,0,0
Malcolm Jenkins,NO,S,1,61,5,0,5,0.0,0,0,0,0,1
Jason McCourty,NE,CB,1,35,3,2,5,0.0,0,0,0,0,0
Bradley McDougald,NYJ,S,1,70,5,0,5,0.0,0,0,0,0,0
Mike Purcell,DEN,DT,1,48,3,2,5,0.0,0,0,0,0,0
Patrick Peterson,ARI,CB,1,76,5,0,5,0.0,0,0,1,0,1
Casey Hayward,LAC,CB,1,76,4,1,5,0.0,0,0,0,0,0
Brent Urban,CHI,DE,1,27,2,3,5,1.0,0,0,0,0,0
Kyle Van Noy,MIA,LB,1,63,4,1,5,0.0,0,0,0,0,0
Nevin Lawson,LV,CB,1,57,4,1,5,0.0,0,0,0,0,0
Antwaun Woods,DAL,DT,1,47,0,5,5,0.0,0,0,0,0,0
William Jackson,CIN,CB,1,68,4,1,5,0.0,0,0,0,0,0
Anthony Harris,MIN,S,1,65,3,2,5,0.0,0,0,0,0,0
Brennan Scarlett,HOU,LB,1,47,5,0,5,0.0,0,0,0,0,0
Damontae Kazee,ATL,S,1,21,3,2,5,0.0,0,0,0,0,0
Justin Simmons,DEN,S,1,77,5,0,5,0.0,0,0,0,0,0
D.J. Reader,CIN,DT,1,56,2,3,5,0.0,0,0,0,0,0
Leonard Williams,NYG,DE,1,38,3,2,5,0.0,0,0,0,0,0
Emmanuel Ogbah,MIA,DE,1,48,3,2,5,1.0,0,0,0,0,0
Jonathan Jones,NE,CB,1,56,4,1,5,0.0,0,0,0,0,0
Will Redmond,GB,CB,1,39,3,2,5,0.0,0,0,0,0,0
Arik Armstead,SF,DE,1,48,4,1,5,0.5,0,0,0,0,0
Jalen Ramsey,LAR,CB,1,68,4,1,5,0.0,0,0,0,0,0
Daryl Worley,DAL,CB,1,75,5,0,5,0.0,0,0,0,0,0
Jamal Carter,ATL,S,1,31,4,1,5,0.0,0,0,0,0,0
Desmond King,LAC,CB,1,50,4,1,5,0.0,0,0,0,0,0
Duke Riley,PHI,LB,1,47,2,3,5,0.0,0,0,0,0,0
Shaq Thompson,CAR,LB,1,55,3,2,5,0.0,0,0,0,0,0
Deatrich Wise,NE,DE,1,27,3,1,4,0.0,0,0,0,0,0
Brian Poole,NYJ,CB,1,57,4,0,4,0.0,0,0,1,0,1
Damien Wilson,KC,LB,1,51,3,1,4,0.0,0,0,0,0,0
Alex Anzalone,NO,LB,1,59,4,0,4,0.0,0,0,0,0,0
Tyler Lancaster,GB,DE,1,35,1,3,4,0.0,0,0,0,0,0
Myles Jack,JAX,LB,1,43,3,1,4,0.0,0,0,1,0,1
Trey Flowers,DET,DE,1,53,3,1,4,0.0,0,0,0,0,0
Frank Clark,KC,DE,1,61,4,0,4,1.0,0,0,0,0,0
Kyler Fackrell,NYG,LB,1,42,4,0,4,1.0,0,0,0,0,0
Darius Slay,PHI,CB,1,73,4,0,4,0.0,0,0,0,0,1
James Bradberry,NYG,CB,1,57,3,1,4,0.0,0,1,0,0,0
Adrian Amos,GB,S,1,70,4,0,4,0.0,0,0,0,0,1
Charles Washington,ARI,S,1,32,2,2,4,0.0,0,0,0,0,1
Christian Covington,CIN,DT,1,38,1,3,4,0.0,0,0,0,0,0
Grady Jarrett,ATL,DT,1,49,3,1,4,0.0,0,0,0,0,0
DeShawn Williams,DEN,DE,1,30,1,3,4,0.0,0,0,0,0,0
Jimmie Ward,SF,S,1,62,3,1,4,0.0,0,0,0,0,0
Jason Verrett,SF,CB,1,61,3,1,4,0.0,0,0,0,0,0
Bobby McCain,MIA,S,1,40,4,0,4,0.0,0,0,0,0,1
Quandre Diggs,SEA,S,1,71,2,2,4,0.0,0,0,0,0,0
Jaquiski Tartt,SF,S,1,62,3,1,4,0.0,0,0,0,0,1
Brandon Dunn,HOU,DE,1,35,1,3,4,0.0,0,0,0,0,0
Tre Boston,CAR,S,1,57,3,1,4,0.0,0,1,0,0,0
Tyrann Mathieu,KC,S,1,75,4,0,4,0.0,0,0,1,1,1
Lamarcus Joyner,LV,S,1,49,4,0,4,0.0,0,0,0,0,0
Logan Ryan,NYG,S,1,57,4,0,4,0.0,0,0,0,0,1
Kerry Hyder,SF,DE,1,47,3,1,4,0.5,0,0,0,0,0
Danny Trevathan,CHI,LB,1,53,3,1,4,0.0,0,0,0,0,0
Steven Means,ATL,DE,1,26,3,1,4,0.0,0,0,0,0,0
Josh Norman,BUF,CB,1,67,3,1,4,0.0,1,1,0,0,0
Chandler Jones,ARI,LB,1,77,1,3,4,0.0,0,0,0,0,0
Tahir Whitehead,CAR,LB,1,30,1,3,4,0.0,0,0,0,0,0
Ndamukong Suh,TB,DE,1,45,1,3,4,0.0,1,0,0,0,0
Andrew Sendejo,CLE,S,1,82,2,2,4,0.0,1,0,0,0,0
Calais Campbell,BAL,DE,1,55,2,2,4,0.0,0,0,0,0,1
Patrick Robinson,NO,CB,1,58,4,0,4,0.0,0,0,1,0,2
Justin Houston,IND,DE,1,49,3,1,4,1.0,0,0,0,0,0
Whitney Mercilus,HOU,LB,1,44,2,2,4,2.0,0,0,0,0,0
Cameron Jordan,NO,DE,1,46,3,1,4,1.0,0,0,0,0,0
Josh Bynes,CIN,LB,1,47,1,3,4,0.0,0,0,0,0,0
Everson Griffen,DAL,DE,1,38,3,1,4,0.0,0,0,0,0,0
Malcolm Smith,CLE,LB,1,39,4,0,4,0.0,0,0,0,0,0
Sebastian Joseph-Day,LAR,DT,1,27,4,0,4,0.0,0,0,0,0,0
Samson Ebukam,LAR,LB,1,21,1,3,4,0.5,0,0,0,0,0
Vernon Hargreaves,HOU,CB,1,50,3,1,4,0.0,0,0,0,0,0
Germaine Pratt,CIN,LB,1,43,2,2,4,0.0,0,0,0,0,0
Devante Downs,NYG,LB,1,4,2,2,4,0.0,0,0,0,0,0
Derek Barnett,PHI,DE,1,43,2,2,4,0.5,0,0,0,0,0
Sione Takitaki,CLE,LB,1,29,1,3,4,0.0,0,0,0,0,0
Sam Hubbard,CIN,DE,1,46,2,2,4,0.0,0,0,0,0,0
Derrick Nnadi,KC,DT,1,43,3,1,4,0.0,0,0,0,0,0
Chase Winovich,NE,DE,1,37,2,2,4,1.0,0,0,0,0,0
Uchenna Nwosu,LAC,DE,1,65,2,2,4,0.0,0,0,0,0,2
Devin White,TB,LB,1,53,1,3,4,0.0,0,1,0,0,0
Rasul Douglas,CAR,CB,1,57,4,0,4,0.0,0,0,0,0,0
Charvarius Ward,KC,CB,1,59,3,1,4,0.0,0,0,0,0,0
Matt Judon,BAL,LB,1,42,2,2,4,2.0,0,0,0,0,1
Denzel Ward,CLE,CB,1,82,4,0,4,0.0,0,0,1,0,2
Jordan Whitehead,TB,S,1,53,4,0,4,1.0,0,0,0,0,0
Nasir Adderley,LAC,S,1,76,4,0,4,0.0,0,0,0,0,0
Isaiah Oliver,ATL,CB,1,63,3,1,4,0.0,0,0,0,0,0
Zach Allen,ARI,DE,1,57,1,3,4,0.0,0,0,0,0,0
Javon Kinlaw,SF,DT,1,47,2,2,4,0.0,0,0,0,0,1
Kyle Dugger,NE,S,1,16,3,1,4,0.0,0,0,0,0,0
Byron Murphy,ARI,CB,1,65,2,2,4,0.0,0,0,0,0,0
Cameron Dantzler,MIN,CB,1,63,4,0,4,0.0,0,0,0,0,0
Morgan Fox,LAR,DE,1,27,4,0,4,1.0,1,0,0,0,0
Ed Oliver,BUF,DT,1,39,3,0,3,0.0,0,0,0,0,0
Bryce Huff,NYJ,DE,1,42,2,1,3,0.0,0,0,0,0,0
Trysten Hill,DAL,DT,1,64,2,1,3,0.0,0,0,0,0,0
Quinnen Williams,NYJ,DE,1,50,2,1,3,0.0,0,0,0,0,0
Yetur Gross-Matos,CAR,DE,1,21,3,0,3,1.0,1,0,0,0,0
Zach Sieler,MIA,DE,1,26,2,1,3,0.0,0,0,0,0,0
Kamren Curl,WAS,S,1,24,1,2,3,0.0,0,0,0,0,0
Anthony Rush,SEA,DT,1,18,1,2,3,0.5,0,0,0,0,0
Grover Stewart,IND,DT,1,34,1,2,3,0.0,0,0,0,0,0
Will Harris,DET,S,1,22,2,1,3,0.0,0,0,0,0,0
Cody Barton,SEA,LB,1,24,1,2,3,0.0,0,0,0,0,0
Byron Cowart,NE,DT,1,17,0,3,3,0.0,0,0,0,0,0
Carlton Davis,TB,CB,1,53,2,1,3,0.0,0,0,1,0,2
Khari Willis,IND,S,1,62,3,0,3,0.0,0,0,0,0,0
DeShon Elliott,BAL,S,1,63,2,1,3,0.0,0,0,0,0,1
Holton Hill,MIN,CB,1,51,1,2,3,0.0,0,0,0,0,1
Rashad Fenton,KC,CB,1,75,3,0,3,0.0,0,0,1,0,4
Tyrell Adams,HOU,LB,1,10,1,2,3,0.0,0,0,0,0,0
Johnathan Abram,LV,S,1,57,2,1,3,0.0,0,0,0,0,0
Kingsley Keke,GB,DE,1,35,3,0,3,0.0,0,0,0,0,0
Essang Bassey,DEN,CB,1,37,3,0,3,0.0,0,0,0,0,0
Myles Garrett,CLE,DE,1,60,2,1,3,2.0,1,0,0,0,0
Troy Reeder,LAR,LB,1,18,1,2,3,0.0,0,0,0,0,0
T.J. Edwards,PHI,LB,1,18,3,0,3,0.0,0,0,0,0,0
Jacob Martin,HOU,LB,1,29,0,3,3,0.0,0,0,0,0,0
Azeez Al-Shaair,SF,LB,1,18,2,1,3,0.0,0,0,1,0,1
Bilal Nichols,CHI,DE,1,44,3,0,3,0.0,0,0,0,0,0
Kenny Young,LAR,LB,1,34,2,1,3,0.0,0,0,0,0,0
Jerry Tillery,LAC,DT,1,54,1,2,3,0.0,0,0,0,0,0
Ugo Amadi,SEA,S,1,48,3,0,3,0.0,0,0,0,0,2
Jarran Reed,SEA,DT,1,46,2,1,3,0.0,0,0,0,0,0
Davon Godchaux,MIA,DT,1,36,2,1,3,0.0,0,0,0,0,0
M.J. Stewart,CLE,CB,1,30,2,1,3,1.0,0,0,0,0,0
Jaylon Ferguson,BAL,LB,1,24,2,1,3,1.0,0,0,0,0,0
Jonathan Allen,WAS,DT,1,45,1,2,3,0.0,0,0,0,0,0
De'Vante Bausby,DEN,CB,1,39,3,0,3,0.0,0,0,0,0,3
Kevin King,GB,CB,1,30,2,1,3,0.0,0,0,0,0,0
J.J. Watt,HOU,DE,1,59,2,1,3,0.0,0,0,0,0,0
Harrison Smith,MIN,S,1,25,1,2,3,0.0,0,0,0,0,0
Jimmy Smith,BAL,CB,1,29,3,0,3,0.0,0,0,0,0,0
Lawrence Guy,NE,DT,1,36,3,0,3,0.0,0,0,0,0,0
Stephon Gilmore,NE,CB,1,56,3,0,3,0.0,1,0,0,0,0
Olivier Vernon,CLE,DE,1,65,3,0,3,0.0,0,1,0,0,0
Xavier Rhodes,IND,CB,1,62,3,0,3,0.0,0,0,0,0,2
Dre Kirkpatrick,ARI,CB,1,31,3,0,3,0.0,0,0,0,0,0
John Simon,NE,LB,1,45,3,0,3,0.0,0,0,0,0,0
Phillip Gaines,HOU,CB,1,18,2,1,3,0.0,0,0,0,0,0
Shamar Stephen,MIN,DT,1,37,1,2,3,0.0,0,0,0,0,0
Benson Mayowa,SEA,DE,1,46,3,0,3,0.0,0,0,0,0,1
K'Waun Williams,SF,CB,1,34,2,1,3,0.0,0,0,0,0,0
Dontae Johnson,SF,CB,1,59,2,1,3,0.0,0,0,0,0,1
William Gholston,TB,DE,1,24,2,1,3,0.0,0,0,0,0,0
D.J. Hayden,JAX,CB,1,56,3,0,3,0.0,0,0,0,0,1
Jalen Mills,PHI,S,1,73,3,0,3,0.0,0,0,0,0,0
Sheldon Richardson,CLE,DT,1,53,2,1,3,0.0,0,0,0,0,0
Nick Kwiatkoski,LV,LB,1,53,2,1,3,0.0,0,0,0,0,0
DeForest Buckner,IND,DT,1,54,1,2,3,0.0,0,0,0,0,1
Kamu Grugier-Hill,MIA,LB,1,23,2,1,3,0.0,0,0,0,0,0
Ronald Darby,WAS,CB,1,56,2,1,3,0.0,0,0,0,0,0
Rayshawn Jenkins,LAC,S,1,76,1,2,3,0.0,0,0,0,0,0
DeMarcus Lawrence,DAL,DE,1,38,3,0,3,0.0,0,0,0,0,0
Ryan Lewis,NYG,CB,1,42,2,1,3,0.0,0,0,0,0,0
Darius Phillips,CIN,CB,1,60,2,1,3,0.0,0,0,0,0,0
Dawuane Smoot,JAX,DE,1,36,3,0,3,0.0,0,0,0,0,0
Romeo Okwara,DET,DE,1,52,3,0,3,1.0,0,0,0,0,0
Taco Charlton,KC,DE,1,17,2,1,3,1.0,1,0,0,0,0
Marcus Maye,NYJ,S,1,70,2,1,3,0.0,0,0,0,0,0
